,S7_4,dia5_3,S6_5,M40t45_2,C30_2,SMM_1,S0_3,GM.60_1,MG.120_3,MG.5_3,dia5_2,GM.0.1_3,GM.0.2_3,G135_1,Heat_1,GM.0.2_2,GM.60_1,M40t45_3,T2.0H_1,Mt0_1_dupl01,S2_1,T.3.40H_1,T3.30H_1,GM.60_3,Heat_1,MG.45_2,MG.10_2,G135_3,T0.30H_1,MG.0.2_3,S3_3,T.0.40H_1,MG.10_3,GM.25_2,Mt0_1_dupl02,GM.15_2,GM.45_2,S0_3,MG.10_1,G150_3,S0_2,S0_1,GM.15_2,S4_1,T.2.40H_1,dia0_3,T.4.40H_1,T.2.40H_1,GM.25_1,GM.90_1,T.3.40H_1,T2.0H_1,Mt0_3_dupl02.1,GM.120_3,GM.25_3,MG.10_3,T4.0H_1,GM.15_3,MG.0.1_2,M0t45_3,MG.60_2,T2.0H_1,T1.0H_1,GM.10_3,S6_6,T.2.40H_1,GM.90_2,Cold_2,GM.15_1,T.0.40H_1,T0.0H_1,S0_1,SMM_1,GM.25_3,GM.15_1,M40t45_2,M40t45_2,MG.t5_2,GM.0.2_2,S0_1,MG.t5_2,GM.5_3,GM.0.1_1,T.5.40H_1,GM.60_1,MG.25_2,dia5_3,GM.45_2,Cold_2,GM.60_2,GM.0.1_1,C30_2,S3_2,S2_1,SMM_1,MG.45_3,M40t45_3,T2.0H_1,S0_1,S1_2,T.1.40H_1,MG.60_3,GM.45_3,Cold_1,S1_3,S2_3,M40t45_3,S7_5,Cold_2,GM.90_3,T.3.40H_1,Cold_2,MG.60_2,M40t45_3,S2_1,Mt0_1_dupl02.1,GM.0.1_1,GM.45_1,Heat_3,Mt0_1_dupl02.1,MG.15_2,GM.15_1,MG.45_2,T3.30H_1,G150_2,T0.30H_1,M0t45_3,dia0_3,G150_1,MG.25_3,T2.0H_1,G135_3,BMM_2,T2.30H_1,MG.120_1,S2_2
BSU01730,12.0271,13.8658,12.3495,13.6898,13.2782,14.5791,15.3521,14.4373,14.3501,14.007,13.7548,14.7868,14.5826,15.5295,13.5167,14.529,14.4373,14.3575,16.4111,14.3709,13.7787,15.7099,16.4259,13.6519,13.5167,13.866,14.2852,13.6346,16.4523,13.9407,12.5372,16.4507,13.3646,14.4128,14.3709,13.9085,13.7753,15.3521,14.6694,15.2242,15.2153,15.4236,13.9085,13.6053,15.9047,14.4565,15.4469,15.9047,14.8374,14.6388,15.7099,16.4111,14.5028,14.5682,13.8632,13.3646,16.2654,14.1954,13.3101,14.1612,14.4077,16.4111,16.4306,13.7771,12.2731,15.9047,14.8147,14.8952,14.2248,16.4507,16.4462,15.4236,14.5791,13.8632,14.2248,13.6898,13.6898,14.0225,14.529,15.4236,14.0225,14.9743,14.2394,15.3325,14.4373,14.1491,13.8658,13.7753,14.8952,13.6118,14.2394,13.2782,13.1187,13.7787,14.5791,15.1194,14.3575,16.4111,15.4236,14.3163,16.3479,14.5977,13.8789,15.0889,14.4595,13.5266,14.3575,12.6974,14.8952,14.4165,15.7099,14.8952,14.4077,14.3575,13.7787,14.3709,14.2394,14.6927,12.8472,14.3709,15.122,14.2248,13.866,16.4259,15.3716,16.4523,14.1612,14.4565,14.9937,14.7047,16.4111,13.6346,14.0656,16.4213,14.2517,13.4288
BSU23100,11.2314,13.2064,11.3978,12.248,13.3541,13.6479,12.5701,13.4845,13.2226,12.7444,13.249,13.5743,13.5912,11.6011,12.4959,13.7686,13.4845,13.3025,13.8542,13.8709,12.1493,14.4845,15.1868,12.1948,12.4959,12.5845,13.1368,10.0947,12.8891,12.9716,10.9557,13.8104,12.3522,13.7981,13.8709,13.3742,12.589,12.5701,13.8537,12.1353,12.4511,12.5415,13.3742,12.5575,14.0409,13.8443,14.025,14.0409,13.8457,13.5462,14.4845,13.8542,13.9125,12.9511,12.7192,12.3522,14.8525,13.0582,11.7565,13.3004,13.0522,13.8542,13.4854,12.3038,11.2592,14.0409,13.4488,13.2277,13.233,13.8104,13.3411,12.5415,13.6479,12.7192,13.233,12.248,12.248,12.8355,13.7686,12.5415,12.8355,13.4619,13.0297,14.3254,13.4845,12.8931,13.2064,12.589,13.2277,12.9196,13.0297,13.3541,12.349,12.1493,13.6479,13.7927,13.3025,13.8542,12.5415,12.7486,13.798,13.2065,12.3525,14.0235,12.9547,11.8264,13.3025,10.89,13.2277,13.1348,14.4845,13.2277,13.0522,13.3025,12.1493,13.8709,13.0297,13.4209,12.0891,13.8709,13.8961,13.233,12.5845,15.1868,13.0377,12.8891,13.3004,13.8443,11.6817,13.2972,13.8542,10.0947,12.9484,15.048,12.5659,11.9014
BSU16170,13.5006,12.2208,13.7412,11.8656,14.388,13.2283,14.1331,13.4223,12.6067,13.5911,12.2308,13.2547,13.212,14.5718,14.0469,13.196,13.4223,14.2107,11.1144,13.9994,13.3442,12.994,12.1971,12.4122,14.0469,12.7583,13.447,12.8517,11.2867,13.531,14.4029,12.7221,12.6769,13.3976,13.9994,13.3418,12.5909,14.1331,13.8799,14.3732,13.9526,13.8856,13.3418,14.56,12.8563,13.955,13.0653,12.8563,13.7695,13.6186,12.994,11.1144,13.8511,13.391,12.6836,12.6769,12.6543,12.9926,12.4982,14.2129,13.2182,11.1144,11.1734,12.2681,13.975,12.8563,13.6185,12.7097,13.3245,12.7221,12.6025,13.8856,13.2283,12.6836,13.3245,11.8656,11.8656,13.1446,13.196,13.8856,13.1446,13.2162,13.0284,13.1212,13.4223,13.2264,12.2208,12.5909,12.7097,12.5801,13.0284,14.388,14.2788,13.3442,13.2283,14.0054,14.2107,11.1144,13.8856,13.2397,12.5601,13.326,12.5311,13.2401,13.3889,13.2642,14.2107,13.1636,12.7097,12.9654,12.994,12.7097,13.2182,14.2107,13.3442,13.9994,13.0284,13.6811,13.6688,13.9994,14.0645,13.3245,12.7583,12.1971,14.4415,11.2867,14.2129,13.955,13.7143,13.8236,11.1144,12.8517,13.1396,12.0441,12.006,12.8932
BSU15880,12.1172,15.3945,12.3982,13.7258,14.4562,14.7605,15.3986,14.4578,13.5577,13.3373,15.0449,14.2578,14.1695,14.6422,13.9122,14.6558,14.4578,13.9022,13.2367,14.1143,14.7464,15.2329,14.3005,13.6429,13.9122,13.3973,13.7603,12.6202,13.9019,13.7468,12.2911,15.0822,12.9855,13.9522,14.1143,14.1055,13.0995,15.3986,14.1142,14.4616,14.9781,15.3157,14.1055,14.3795,15.1401,14.6607,16.0109,15.1401,14.89,14.4314,15.2329,13.2367,14.2664,14.2541,14.2505,12.9855,14.0723,14.716,12.8395,13.9534,13.9152,13.2367,13.5304,13.9836,12.4549,15.1401,14.9392,15.2348,14.65,15.0822,14.7966,15.3157,14.7605,14.2505,14.65,13.7258,13.7258,13.5349,14.6558,15.3157,13.5349,14.9506,14.2994,15.8261,14.4578,13.7054,15.3945,13.0995,15.2348,13.2356,14.2994,14.4562,14.409,14.7464,14.7605,14.6185,13.9022,13.2367,15.3157,13.7904,15.0332,13.8248,13.5623,15.9071,13.9992,13.8965,13.9022,11.7393,15.2348,13.9227,15.2329,15.2348,13.9152,13.9022,14.7464,14.1143,14.2994,14.734,13.204,14.1143,14.5969,14.65,13.3973,14.3005,14.8795,13.9019,13.9534,14.6607,13.8107,14.0588,13.2367,12.6202,14.1751,14.0518,13.9852,14.262
BSU30260,9.6541,11.4749,9.3995,12.6044,8.7845,8.9796,10.3502,8.4527,9.0416,7.877,11.3155,8.9744,8.9123,7.8512,10.9667,9.245,8.4527,8.3751,10.0015,7.8637,8.4581,8.8215,9.5636,8.2015,10.9667,8.0644,7.5212,7.5207,10.7165,9.0585,9.8507,8.9062,7.9704,8.1019,7.8637,8.0058,7.6888,10.3502,7.8745,10.4128,9.5752,9.3742,8.0058,10.3145,8.8995,7.8944,8.6609,8.8995,8.3576,8.7394,8.8215,10.0015,10.4998,8.7872,8.0303,7.9704,9.2664,8.127,8.3073,8.2177,8.5909,10.0015,10.2734,7.6564,9.5737,8.8995,8.8817,7.2053,8.3018,8.9062,11.8208,9.3742,8.9796,8.0303,8.3018,12.6044,12.6044,7.3149,9.245,9.3742,7.3149,8.8259,8.8733,9.005,8.4527,7.8688,11.4749,7.6888,7.2053,8.1254,8.8733,8.7845,9.5513,8.4581,8.9796,8.8159,8.3751,10.0015,9.3742,11.8918,8.8743,8.7637,8.5264,7.0502,12.1846,8.5525,8.3751,9.7033,7.2053,8.5231,8.8215,7.2053,8.5909,8.3751,8.4581,7.8637,8.8733,8.6965,10.4425,7.8637,8.4223,8.3018,8.0644,9.5636,8.0139,10.7165,8.2177,7.8944,9.4615,8.1493,10.0015,7.5207,8.7051,10.4852,9.1057,8.8847
BSU08990,10.029,10.6416,9.481,8.748,11.1036,10.8177,10.6182,11.547,9.195,10.4606,10.205,9.9238,9.8801,15.9473,13.7935,10.7229,11.547,11.452,8.7133,11.6313,8.0588,10.3924,8.378,10.5579,13.7935,9.9838,10.6546,13.6052,10.7437,10.6639,8.8917,11.9968,10.3754,11.7363,11.6313,11.2595,10.5984,10.6182,10.8653,15.1886,10.6004,10.4503,11.2595,9.3597,10.3081,12.4716,10.2528,10.3081,11.9741,11.3354,10.3924,8.7133,12.0288,10.8966,10.9289,10.3754,8.211,10.597,9.6378,11.2055,10.6759,8.7133,9.7324,9.6193,9.3376,10.3081,11.4863,11.4426,11.3203,11.9968,10.9504,10.4503,10.8177,10.9289,11.3203,8.748,8.748,10.1825,10.7229,10.4503,10.1825,10.1947,10.0162,10.2441,11.547,10.2087,10.6416,10.5984,11.4426,10.6152,10.0162,11.1036,8.9447,8.0588,10.8177,11.3497,11.452,8.7133,10.4503,8.5334,11.6173,10.665,10.4191,12.0026,8.7333,7.4792,11.452,10.0442,11.4426,10.9002,10.3924,11.4426,10.6759,11.452,8.0588,11.6313,10.0162,11.6495,13.4188,11.6313,11.3695,11.3203,9.9838,8.378,15.4164,10.7437,11.2055,12.4716,14.8665,11.1473,8.7133,13.6052,11.7661,8.6201,8.8853,7.6442
BSU13450,10.7578,12.2231,10.0256,10.7245,11.2286,11.8167,10.4658,11.9443,11.5037,12.7392,12.3168,12.5934,12.5115,11.8656,12.3307,12.6785,11.9443,12.0149,11.7921,12.189,11.5779,12.0891,11.9534,11.4309,12.3307,11.6991,12.6693,9.8801,12.6174,13.3124,10.4182,12.0429,12.5357,12.6097,12.189,12.2609,11.1628,10.4658,12.8937,11.708,10.1795,10.2156,12.2609,11.6471,12.0152,12.2916,11.9013,12.0152,12.3609,11.9323,12.0891,11.7921,12.1148,12.0137,12.2936,12.5357,12.2309,12.524,11.8066,12.1026,12.3634,11.7921,12.4014,11.3734,10.0041,12.0152,11.9592,12.5395,12.0792,12.0429,11.9201,10.2156,11.8167,12.2936,12.0792,10.7245,10.7245,12.4244,12.6785,10.2156,12.4244,12.5775,11.8352,12.1819,11.9443,12.2751,12.2231,11.1628,12.5395,11.2825,11.8352,11.2286,11.4157,11.5779,11.8167,13.3226,12.0149,11.7921,10.2156,11.2522,12.1116,12.4968,11.3856,12.9973,11.9939,10.5333,12.0149,10.461,12.5395,12.1196,12.0891,12.5395,12.3634,12.0149,11.5779,12.189,11.8352,12.0101,12.1353,12.189,13.2541,12.0792,11.6991,11.9534,12.1661,12.6174,12.1026,12.2916,11.5551,13.2582,11.7921,9.8801,10.8247,12.4513,10.9067,10.692
BSU19120,11.2809,12.904,10.8644,11.7928,10.7371,11.3491,10.9538,11.599,11.519,11.3222,12.8862,11.5499,11.4749,10.1866,11.9991,11.6198,11.599,11.5707,10.1368,11.1394,11.2911,11.8511,10.7964,11.0409,11.9991,10.8733,11.4802,8.9239,10.3025,11.9751,10.6648,11.6168,11.1116,11.4716,11.1394,11.4064,10.8821,10.9538,11.5336,10.225,10.9505,10.8317,11.4064,11.5122,11.7273,11.3582,12.0642,11.7273,11.7664,11.4906,11.8511,10.1368,11.0405,11.3957,11.3974,11.1116,10.9139,11.4039,11.2168,11.618,11.4215,10.1368,10.6199,10.644,10.943,11.7273,11.6984,11.6706,11.4395,11.6168,11.5342,10.8317,11.3491,11.3974,11.4395,11.7928,11.7928,11.3986,11.6198,10.8317,11.3986,11.7648,11.3406,12.0351,11.599,11.0303,12.904,10.8821,11.6706,10.9041,11.3406,10.7371,11.2218,11.2911,11.3491,11.862,11.5707,10.1368,10.8317,11.3122,11.5518,11.517,11.4917,11.8992,11.4487,10.7445,11.5707,11.0769,11.6706,10.9642,11.8511,11.6706,11.4215,11.5707,11.2911,11.1394,11.3406,11.8325,11.53,11.1394,11.7791,11.4395,10.8733,10.7964,10.4141,10.3025,11.618,11.3582,10.1421,11.4844,10.1368,8.9239,10.8093,11.0,11.5239,10.9463
BSU14380,11.164,8.5859,11.0013,10.1308,14.2656,9.3028,13.1292,10.6316,10.2209,14.4046,8.573,10.0645,9.8784,14.4373,11.0359,10.2052,10.6316,9.7055,10.3705,8.8547,10.1925,10.1181,9.9657,9.964,11.0359,8.3419,14.4,12.9049,13.0259,11.1358,11.4584,10.5983,14.092,10.0443,8.8547,10.0336,9.8664,13.1292,14.5424,12.2104,12.9297,12.7386,10.0336,12.1837,10.2579,9.4441,9.7195,10.2579,10.6194,11.0366,10.1181,10.3705,9.7915,10.7099,9.8979,14.092,10.0444,9.8572,10.5182,9.742,9.013,10.3705,11.5209,9.2858,11.1956,10.2579,10.5684,9.3285,10.1486,10.5983,11.5281,12.7386,9.3028,9.8979,10.1486,10.1308,10.1308,14.437,10.2052,12.7386,14.437,9.9666,9.7554,9.1535,10.6316,8.6049,8.5859,9.8664,9.3285,9.9465,9.7554,14.2656,10.8482,10.1925,9.3028,9.4388,9.7055,10.3705,12.7386,10.9803,10.4528,9.1636,9.7763,10.0157,11.2006,10.387,9.7055,11.1941,9.3285,10.7637,10.1181,9.3285,9.013,9.7055,10.1925,8.8547,9.7554,10.5831,10.6431,8.8547,14.1041,10.1486,8.3419,9.9657,14.8488,13.0259,9.742,9.4441,12.8491,9.2657,10.3705,12.9049,9.633,10.5189,9.5792,10.2145
BSU28410,16.1585,10.7686,16.3502,11.1189,10.1408,10.4034,11.5945,10.1906,10.452,9.6563,11.0181,9.8643,9.8405,9.4711,11.5051,10.4188,10.1906,9.6434,9.5867,11.3889,9.8101,10.3176,10.0525,9.1676,11.5051,9.362,9.9472,8.6937,9.4157,10.6889,10.8853,10.027,9.2078,9.2371,11.3889,9.3569,8.6837,11.5945,12.0852,10.564,11.1635,11.0843,9.3569,10.631,10.1785,10.9636,10.4735,10.1785,9.8599,10.3045,10.3176,9.5867,10.9752,10.084,8.9907,9.2078,10.1523,9.4699,9.9154,9.5866,9.7933,9.5867,10.1536,8.9768,16.22,10.1785,10.2858,8.9732,9.9942,10.027,10.0363,11.0843,10.4034,8.9907,9.9942,11.1189,11.1189,9.9842,10.4188,11.0843,9.9842,10.2178,10.3587,10.4539,10.1906,9.637,10.7686,8.6837,8.9732,8.9577,10.3587,10.1408,10.3967,9.8101,10.4034,10.271,9.6434,9.5867,11.0843,11.6388,9.9881,9.7361,9.2393,9.5634,11.3145,9.4879,9.6434,16.2548,8.9732,9.4695,10.3176,8.9732,9.7933,9.6434,9.8101,11.3889,10.3587,10.0008,10.8701,11.3889,10.469,9.9942,9.362,10.0525,9.9608,9.4157,9.5866,10.9636,10.3373,9.8001,9.5867,8.6937,10.3026,10.1832,9.966,9.7388
BSU36420,15.9466,6.7253,16.3394,7.1407,8.9714,8.7708,7.3441,7.1176,6.8454,7.4077,7.2166,7.2861,6.5817,7.5844,7.5097,7.372,7.1176,6.6008,8.3648,7.0396,8.802,10.2674,13.1497,7.6019,7.5097,6.9425,6.6502,7.4719,8.0486,7.1832,15.1298,7.2039,7.3089,6.8837,7.0396,6.9625,6.3308,7.3441,7.1099,7.5909,7.2019,6.5431,6.9625,15.8495,9.0295,6.5052,11.6238,9.0295,7.3414,7.1664,10.2674,8.3648,6.5375,8.1639,7.2939,7.3089,13.9699,6.8942,6.5248,6.8307,6.9607,8.3648,7.8436,6.7466,16.3552,9.0295,7.5821,7.2333,7.382,7.2039,7.0459,6.5431,8.7708,7.2939,7.382,7.1407,7.1407,6.383,7.372,6.5431,6.383,6.8128,7.5397,12.6204,7.1176,6.8677,6.7253,6.3308,7.2333,7.0489,7.5397,8.9714,15.8292,8.802,8.7708,6.841,6.6008,8.3648,6.5431,6.9568,7.7369,7.207,7.6736,7.0518,6.8764,9.3429,6.6008,16.1532,7.2333,7.6334,10.2674,7.2333,6.9607,6.6008,8.802,7.0396,7.5397,7.4602,7.547,7.0396,7.4698,7.382,6.9425,13.1497,6.8815,8.0486,6.8307,6.5052,7.3336,6.8656,8.3648,7.4719,7.108,10.1204,7.1994,9.128
BSU08370,9.7793,10.3411,9.9266,11.5402,9.5576,10.6681,9.541,10.8376,10.5051,10.6375,10.4442,11.0012,10.7919,9.4291,10.9949,10.7166,10.8376,11.5332,10.2089,10.3237,10.5876,10.7604,10.5496,10.0,10.9949,10.0998,10.6956,8.3501,10.4505,10.6296,10.0206,10.6065,10.0799,10.8673,10.3237,10.5717,9.6425,9.541,11.1171,9.6519,9.3653,9.5705,10.5717,10.8926,10.4496,10.7257,10.7625,10.4496,11.1498,10.9248,10.7604,10.2089,10.7538,10.5419,10.2119,10.0799,10.6008,10.6294,9.8364,11.2376,10.3825,10.2089,10.1829,9.6961,9.8813,10.4496,10.9101,9.236,11.0021,10.6065,10.4607,9.5705,10.6681,10.2119,11.0021,11.5402,11.5402,10.633,10.7166,9.5705,10.633,10.8384,10.7113,11.0886,10.8376,10.4251,10.3411,9.6425,9.236,9.8109,10.7113,9.5576,10.7584,10.5876,10.6681,11.1012,11.5332,10.2089,9.5705,10.9244,10.5885,10.849,9.881,9.9797,11.0261,10.3058,11.5332,9.5001,9.236,9.9719,10.7604,9.236,10.3825,11.5332,10.5876,10.3237,10.7113,10.9773,10.4632,10.3237,11.1917,11.0021,10.0998,10.5496,9.9232,10.4505,11.2376,10.7257,9.695,10.6985,10.2089,8.3501,10.2225,10.8529,10.2708,10.613
BSU10150,9.8152,9.9896,9.6202,9.7602,10.9344,11.1091,10.485,11.3842,10.7431,10.821,9.9474,10.8845,10.8437,15.0934,11.6645,11.0771,11.3842,10.7457,9.4875,11.5001,9.7766,11.1547,9.811,10.6093,11.6645,10.5125,11.1198,12.7977,9.9733,11.1147,9.9164,10.7712,10.7208,11.1495,11.5001,11.0469,10.3604,10.485,11.4024,14.6577,10.3279,10.4258,11.0469,10.6524,10.9035,11.6375,11.2996,10.9035,11.4984,11.5419,11.1547,9.4875,12.0322,11.0722,10.8341,10.7208,9.7345,11.0855,10.3549,10.4027,11.1039,9.4875,9.1089,10.0946,9.4569,10.9035,11.5386,12.5184,11.3029,10.7712,10.6651,10.4258,11.1091,10.8341,11.3029,9.7602,9.7602,10.8558,11.0771,10.4258,10.8558,11.0492,10.9869,11.5434,11.3842,10.9903,9.9896,10.3604,12.5184,10.5979,10.9869,10.9344,10.4379,9.7766,11.1091,11.6194,10.7457,9.4875,10.4258,10.615,10.8623,11.1186,10.5933,13.0331,10.9573,9.2411,10.7457,9.5505,12.5184,10.8574,11.1547,12.5184,11.1039,10.7457,9.7766,11.5001,10.9869,11.6306,11.3053,11.5001,11.7794,11.3029,10.5125,9.811,14.7424,9.9733,10.4027,11.6375,14.6382,11.2238,9.4875,12.7977,11.2487,9.747,10.3509,9.455
BSU05330,8.6155,8.9174,8.2354,7.9154,9.628,9.499,9.5407,9.5524,8.9937,9.0855,8.9602,9.6199,9.2977,10.5419,10.4478,9.7694,9.5524,8.9119,8.7042,10.1307,8.4098,9.2571,8.6352,8.9114,10.4478,8.9029,9.2728,9.0835,9.6631,9.3445,7.9377,9.2444,8.8161,9.462,10.1307,9.291,8.5671,9.5407,9.7055,10.6153,9.9835,9.34,9.291,8.8989,8.8215,10.4673,9.1058,8.8215,9.6516,9.7278,9.2571,8.7042,10.4076,9.5045,9.0032,8.8161,8.5045,9.252,8.5165,8.6202,9.2274,8.7042,8.9198,8.3865,8.0321,8.8215,9.5697,8.9695,9.4952,9.2444,8.7896,9.34,9.499,9.0032,9.4952,7.9154,7.9154,8.9668,9.7694,9.34,8.9668,9.3298,9.3227,9.4446,9.5524,9.2411,8.9174,8.5671,8.9695,8.8617,9.3227,9.628,8.8367,8.4098,9.499,10.0243,8.9119,8.7042,9.34,8.8102,9.1522,9.371,8.9382,9.8328,9.5104,7.9818,8.9119,8.684,8.9695,9.4946,9.2571,8.9695,9.2274,8.9119,8.4098,10.1307,9.3227,9.6507,9.9743,10.1307,10.2113,9.4952,8.9029,8.6352,10.7953,9.6631,8.6202,10.4673,10.1162,9.7338,8.7042,9.0835,9.4152,8.7829,8.4182,8.1702
BSU31680,12.1652,11.9065,12.295,12.1808,11.3674,12.6716,12.0598,12.5623,12.2462,12.5222,11.9706,12.6226,12.6446,11.5024,12.8151,12.8308,12.5623,13.1156,11.5318,12.4305,13.8501,12.7533,12.2822,11.7549,12.8151,11.9258,12.8987,9.8736,11.2612,13.0719,12.3996,12.4013,12.3391,12.5411,12.4305,12.5173,11.6238,12.0598,13.0946,11.7587,12.09,12.0298,12.5173,13.6216,12.6863,12.7921,12.9687,12.6863,12.9318,12.7741,12.7533,11.5318,12.7214,12.0497,12.2746,12.3391,12.3327,12.4633,12.2018,13.0467,12.3355,11.5318,11.6538,11.7632,12.4169,12.6863,12.4564,11.8877,12.7025,12.4013,12.3368,12.0298,12.6716,12.2746,12.7025,12.1808,12.1808,12.6032,12.8308,12.0298,12.6032,12.9218,12.5248,13.1618,12.5623,12.3722,11.9065,11.6238,11.8877,11.5368,12.5248,11.3674,13.6582,13.8501,12.6716,13.017,13.1156,11.5318,12.0298,13.3993,12.6033,12.3797,11.7777,12.6291,13.6692,13.5262,13.1156,11.541,11.8877,11.9982,12.7533,11.8877,12.3355,13.1156,13.8501,12.4305,12.5248,12.786,12.262,12.4305,13.6044,12.7025,11.9258,12.2822,12.0608,11.2612,13.0467,12.7921,11.565,12.9844,11.5318,9.8736,12.2148,12.3055,11.6937,13.6955
BSU16810,11.981,13.068,11.9913,12.1745,13.3406,13.2432,12.8499,13.5183,13.0768,13.4532,12.9347,13.7649,13.6783,12.4375,13.7319,13.4637,13.5183,12.9756,12.1424,12.5282,13.1547,13.5406,13.2731,12.7769,13.7319,12.6531,13.3624,10.7153,11.3898,13.58,11.1381,13.0305,12.5259,13.6875,12.5282,13.4126,12.691,12.8499,13.7479,12.4535,12.6955,13.5115,13.4126,12.7986,13.0467,12.766,13.7363,13.0467,13.8769,13.4763,13.5406,12.1424,12.8938,13.3583,13.1718,12.5259,13.1728,13.2555,12.5588,12.6246,13.2169,12.1424,11.7484,12.4432,12.0111,13.0467,13.6069,14.2892,13.2954,13.0305,12.6703,13.5115,13.2432,13.1718,13.2954,12.1745,12.1745,13.1905,13.4637,13.5115,13.1905,13.5545,13.18,13.9522,13.5183,12.9557,13.068,12.691,14.2892,12.7534,13.18,13.3406,12.4923,13.1547,13.2432,13.9481,12.9756,12.1424,13.5115,13.9175,12.942,13.1791,12.8455,14.6853,13.8603,12.5218,12.9756,11.8435,14.2892,12.7574,13.5406,14.2892,13.2169,12.9756,13.1547,12.5282,13.18,13.5881,13.0725,12.5282,13.7579,13.2954,12.6531,13.2731,12.7232,11.3898,12.6246,12.766,12.099,13.6204,12.1424,10.7153,13.3809,12.9513,12.5704,12.6556
BSU25760,15.1559,7.061,15.6683,7.4304,9.0207,8.4142,7.93,7.959,7.2908,7.6269,7.4928,7.9518,7.6441,7.8144,8.129,7.8187,7.959,7.4239,8.2586,7.8132,8.5471,9.4678,9.6875,8.0418,8.129,7.3428,7.1919,7.6058,8.0044,7.4915,15.1442,8.7838,7.8694,7.4702,7.8132,7.5127,7.1075,7.93,7.5605,7.8102,7.6196,7.4132,7.5127,15.1769,8.9872,7.7949,10.4217,8.9872,8.0194,8.2186,9.4678,8.2586,7.68,8.7539,7.9083,7.8694,10.6293,7.7944,6.9517,7.4985,7.6444,8.2586,7.9921,7.4962,15.5095,8.9872,8.3258,7.9266,7.8954,8.7838,8.1495,7.4132,8.4142,7.9083,7.8954,7.4304,7.4304,7.0098,7.8187,7.4132,7.0098,7.8913,7.7296,11.0814,7.959,7.4864,7.061,7.1075,7.9266,7.7086,7.7296,9.0207,12.5368,8.5471,8.4142,7.4893,7.4239,8.2586,7.4132,8.3641,8.484,7.7164,8.2022,8.0516,8.1353,7.8177,7.4239,14.8581,7.9266,8.1188,9.4678,7.9266,7.6444,7.4239,8.5471,7.8132,7.7296,8.0639,7.8953,7.8132,7.8795,7.8954,7.3428,9.6875,7.8256,8.0044,7.4985,7.7949,7.621,7.3303,8.2586,7.6058,7.707,8.6171,7.865,7.8577
BSU35030,9.5468,10.338,9.5543,11.6658,9.4308,10.1592,10.6484,10.5154,10.0439,9.8303,10.4694,10.0323,10.0928,10.6905,11.0759,10.1674,10.5154,11.1923,9.8213,10.7715,9.9914,10.4888,11.13,9.5316,11.0759,9.7186,10.3108,9.2246,10.3016,9.869,9.5975,10.7184,9.658,9.9021,10.7715,9.8461,9.4833,10.6484,10.7453,10.9272,10.2817,10.5076,9.8461,9.8291,10.382,10.7452,10.542,10.382,10.3074,10.5279,10.4888,9.8213,11.1323,10.0729,9.5835,9.658,11.2728,9.8526,9.087,11.1135,10.1212,9.8213,9.5895,9.221,9.6458,10.382,10.5042,9.3702,10.2026,10.7184,10.5544,10.5076,10.1592,9.5835,10.2026,11.6658,11.6658,10.2486,10.1674,10.5076,10.2486,10.5163,9.9974,10.5482,10.5154,9.9774,10.338,9.4833,9.3702,9.4354,9.9974,9.4308,9.8427,9.9914,10.1592,10.5322,11.1923,9.8213,10.5076,10.9448,10.3525,10.2669,10.059,9.9856,10.786,9.8342,11.1923,9.5298,9.3702,9.8263,10.4888,9.3702,10.1212,11.1923,9.9914,10.7715,9.9974,10.482,10.7108,10.7715,10.7754,10.2026,9.7186,11.13,11.0132,10.3016,11.1135,10.7452,10.6818,10.1365,9.8213,9.2246,10.0929,10.6808,10.1073,9.9421
BSU05130,12.2903,11.4014,12.1625,11.5696,11.336,10.9064,12.4688,10.9621,10.7693,10.5113,12.1916,11.3093,11.2663,11.3817,11.5951,11.7779,10.9621,10.9231,12.0558,11.0267,12.7392,12.44,13.5719,10.3677,11.5951,9.6482,10.5414,10.058,12.8861,10.6997,12.2714,12.9456,10.0626,10.7322,11.0267,10.6307,9.6437,12.4688,10.9478,10.8175,12.5495,12.2376,10.6307,12.6814,11.9719,11.6047,12.8924,11.9719,10.8679,10.9537,12.44,12.0558,10.9457,10.6662,10.7282,10.0626,13.4395,10.7843,9.7552,11.3614,10.1495,12.0558,12.0637,9.7571,12.4305,11.9719,10.6439,14.8518,10.9855,12.9456,12.5118,12.2376,10.9064,10.7282,10.9855,11.5696,11.5696,10.2788,11.7779,12.2376,10.2788,11.3424,11.0473,13.036,10.9621,10.5827,11.4014,9.6437,14.8518,9.8489,11.0473,11.336,12.0953,12.7392,10.9064,10.9195,10.9231,12.0558,12.2376,12.2443,12.1535,10.0048,10.3365,15.0542,12.2367,12.3979,10.9231,12.1415,14.8518,10.7748,12.44,14.8518,10.1495,10.9231,12.7392,11.0267,11.0473,11.2966,11.2226,11.0267,11.4127,10.9855,9.6482,13.5719,11.6316,12.8861,11.3614,11.6047,10.7611,10.7615,12.0558,10.058,10.5776,12.8313,10.0303,11.9735
