,S7_4,dia5_3,S6_5,M40t45_2,C30_2,SMM_1,S0_3,GM.60_1,MG.120_3,MG.5_3,dia5_2,GM.0.1_3,GM.0.2_3,G135_1,Heat_1,GM.0.2_2,GM.60_1,M40t45_3,T2.0H_1,Mt0_1_dupl01,S2_1,T.3.40H_1,T3.30H_1,GM.60_3,Heat_1,MG.45_2,MG.10_2,G135_3,T0.30H_1,MG.0.2_3,S3_3,T.0.40H_1,MG.10_3,GM.25_2,Mt0_1_dupl02,GM.15_2,GM.45_2,S0_3,MG.10_1,G150_3,S0_2,S0_1,GM.15_2,S4_1,T.2.40H_1,dia0_3,T.4.40H_1,T.2.40H_1,GM.25_1,GM.90_1,T.3.40H_1,T2.0H_1,Mt0_3_dupl02.1,GM.120_3,GM.25_3,MG.10_3,T4.0H_1,GM.15_3,MG.0.1_2,M0t45_3,MG.60_2,T2.0H_1,T1.0H_1,GM.10_3,S6_6,T.2.40H_1,GM.90_2,Cold_2,GM.15_1,T.0.40H_1,T0.0H_1,S0_1,SMM_1,GM.25_3,GM.15_1,M40t45_2,M40t45_2,MG.t5_2,GM.0.2_2,S0_1,MG.t5_2,GM.5_3,GM.0.1_1,T.5.40H_1,GM.60_1,MG.25_2,dia5_3,GM.45_2,Cold_2,GM.60_2,GM.0.1_1,C30_2,S3_2,S2_1,SMM_1,MG.45_3,M40t45_3,T2.0H_1,S0_1,S1_2,T.1.40H_1,MG.60_3,GM.45_3,Cold_1,S1_3,S2_3,M40t45_3,S7_5,Cold_2,GM.90_3,T.3.40H_1,Cold_2,MG.60_2,M40t45_3,S2_1,Mt0_1_dupl02.1,GM.0.1_1,GM.45_1,Heat_3,Mt0_1_dupl02.1,MG.15_2,GM.15_1,MG.45_2,T3.30H_1,G150_2,T0.30H_1,M0t45_3,dia0_3,G150_1,MG.25_3,T2.0H_1,G135_3,BMM_2,T2.30H_1,MG.120_1,S2_2
BSU26870,9.483,9.7284,8.9934,11.2776,9.1427,10.7328,10.8014,10.485,10.6401,10.1148,9.9124,10.589,10.5786,7.8669,10.8965,10.9314,10.485,9.9805,9.6509,9.6579,10.3749,10.462,9.7431,9.932,10.8965,9.2557,9.9618,7.6837,9.6624,10.9159,9.4565,10.0023,9.6721,10.1769,9.6579,9.9359,9.5358,10.8014,10.2625,8.5642,10.4903,10.0891,9.9359,10.1221,10.4792,10.1882,10.4902,10.4792,10.3885,10.5867,10.462,9.6509,9.1862,10.373,9.9949,9.6721,9.7594,10.1252,10.2962,10.1938,10.0627,9.6509,10.0596,9.2616,9.0806,10.4792,10.4097,9.0168,10.1295,10.0023,10.8525,10.0891,10.7328,9.9949,10.1295,11.2776,11.2776,9.994,10.9314,10.0891,9.994,10.5884,10.3413,10.717,10.485,9.8744,9.7284,9.5358,9.0168,9.7538,10.3413,9.1427,10.4804,10.3749,10.7328,10.624,9.9805,9.6509,10.0891,11.1309,10.2148,9.9422,9.7942,9.2819,11.6344,10.7407,9.9805,9.3217,9.0168,10.5689,10.462,9.0168,10.0627,9.9805,10.3749,9.6579,10.3413,10.6291,10.9148,9.6579,10.8137,10.1295,9.2557,9.7431,7.9817,9.6624,10.1938,10.1882,8.4098,10.3773,9.6509,7.6837,10.3604,10.2051,10.0415,10.714
BSU12000,9.7324,11.1181,9.5539,10.7066,9.814,8.6584,10.1861,7.9756,8.4519,8.6616,11.3541,8.8378,8.4975,9.1174,9.4587,9.0986,7.9756,8.9186,9.0575,10.5298,9.6567,8.6226,9.3134,8.1091,9.4587,7.7389,7.9515,8.0922,11.8129,10.1234,9.2208,8.2936,8.1298,8.1621,10.5298,8.0416,7.2526,10.1861,8.1603,12.5343,10.1921,10.169,8.0416,10.6947,8.6563,11.4201,8.4471,8.6563,7.9951,8.2781,8.6226,9.0575,15.1415,8.7791,8.0041,8.1298,9.1551,7.9892,9.1766,9.0575,8.0824,9.0575,9.9223,7.5764,9.5137,8.6563,8.4884,7.6897,8.0899,8.2936,10.3663,10.169,8.6584,8.0041,8.0899,10.7066,10.7066,8.0275,9.0986,10.169,8.0275,8.4842,8.4659,8.613,7.9756,7.8405,11.1181,7.2526,7.6897,7.8284,8.4659,9.814,10.1307,9.6567,8.6584,8.4011,8.9186,9.0575,10.169,10.333,8.6291,8.2296,8.1154,7.7954,10.7319,9.2805,8.9186,9.5266,7.6897,8.3238,8.6226,7.6897,8.0824,8.9186,9.6567,10.5298,8.4659,8.2834,9.3109,10.5298,8.7752,8.0899,7.7389,9.3134,13.7513,11.8129,9.0575,11.4201,13.2094,8.2433,9.0575,8.0922,8.0542,9.6302,8.4464,9.4939
BSU15670,13.2767,14.4128,13.7368,13.8835,14.2251,14.2948,13.5447,14.3989,13.9867,13.9503,14.3306,14.3742,14.4222,14.8968,14.5946,14.6661,14.3989,14.9137,13.0693,14.5678,13.8626,14.2813,13.7679,13.6764,14.5946,13.7176,14.3955,12.9476,13.351,14.3363,13.5824,14.0515,13.8363,14.5277,14.5678,14.01,13.6856,13.5447,14.6054,14.8914,13.4144,13.3936,14.01,14.5156,14.0221,14.8731,14.6127,14.0221,14.627,14.5211,14.2813,13.0693,14.6902,13.9826,14.0037,13.8363,13.8545,14.1161,13.6144,14.6586,14.1312,13.0693,13.2001,13.2797,13.5551,14.0221,14.4578,14.3948,14.2083,14.0515,14.0213,13.3936,14.2948,14.0037,14.2083,13.8835,13.8835,14.0477,14.6661,13.3936,14.0477,14.4049,14.0055,14.7637,14.3989,13.9801,14.4128,13.6856,14.3948,13.4724,14.0055,14.2251,14.3665,13.8626,14.2948,14.819,14.9137,13.0693,13.3936,14.2142,13.9867,14.4972,13.7136,15.125,14.1726,13.3755,14.9137,12.9391,14.3948,14.2174,14.2813,14.3948,14.1312,14.9137,13.8626,14.5678,14.0055,14.4751,14.0481,14.5678,15.0366,14.2083,13.7176,13.7679,14.9375,13.351,14.6586,14.8731,14.6647,14.5427,13.0693,12.9476,14.074,13.8311,13.4008,13.4209
BSU13670,11.8583,11.5935,11.7786,10.6954,12.8646,11.1949,11.1064,11.6847,11.0912,10.5301,11.2488,11.017,10.9105,11.1711,11.6565,11.1512,11.6847,11.9287,10.7306,12.5483,11.3772,11.5546,11.0386,11.0972,11.6565,10.7104,10.7525,10.0988,11.7231,11.6012,11.3772,11.6236,10.4644,11.1837,12.5483,11.2023,10.5138,11.1064,10.8252,10.8371,11.254,11.2713,11.2023,12.286,11.3114,12.6686,11.6178,11.3114,11.5382,11.714,11.5546,10.7306,12.9631,11.4271,11.2101,10.4644,11.2705,11.2355,10.4531,11.8305,11.3077,10.7306,11.0881,10.3618,12.033,11.3114,11.3942,11.5114,11.4109,11.6236,11.5617,11.2713,11.1949,11.2101,11.4109,10.6954,10.6954,10.6094,11.1512,11.2713,10.6094,11.4205,11.1265,11.7312,11.6847,11.0478,11.5935,10.5138,11.5114,10.7904,11.1265,12.8646,11.3656,11.3772,11.1949,11.6882,11.9287,10.7306,11.2713,12.0696,11.4214,11.1392,11.2181,11.7238,11.8635,10.7865,11.9287,11.4692,11.5114,11.4488,11.5546,11.5114,11.3077,11.9287,11.3772,12.5483,11.1265,11.5993,11.3517,12.5483,11.9173,11.4109,10.7104,11.0386,11.7684,11.7231,11.8305,12.6686,10.803,11.5652,10.7306,10.0988,11.0152,11.3624,10.6633,10.7892
BSU03880,11.4504,11.2542,11.4819,10.8354,10.7659,10.4598,9.5629,11.1213,10.5442,10.7764,11.2271,10.996,11.1063,10.2524,11.4628,10.7331,11.1213,10.8168,10.4928,10.9918,10.3448,10.7665,11.2208,10.6277,11.4628,10.3638,11.0972,9.3989,10.8223,11.1914,10.7559,10.4903,10.4106,10.852,10.9918,11.4899,10.362,9.5629,11.2091,10.065,9.2921,9.4778,11.4899,11.173,10.2637,10.057,10.6919,10.2637,11.0999,10.8484,10.7665,10.4928,10.465,10.4927,11.0962,10.4106,11.0368,11.507,10.322,10.3116,10.8622,10.4928,11.0071,10.2867,11.4564,10.2637,11.0155,9.2943,10.9633,10.4903,10.3316,9.4778,10.4598,11.0962,10.9633,10.8354,10.8354,10.9067,10.7331,9.4778,10.9067,11.4153,10.9244,10.7736,11.1213,10.4962,11.2542,10.362,9.2943,10.295,10.9244,10.7659,10.769,10.3448,10.4598,11.112,10.8168,10.4928,9.4778,11.0933,10.3579,10.3521,11.1285,9.5898,10.9191,10.472,10.8168,11.2447,9.2943,9.8265,10.7665,9.2943,10.8622,10.8168,10.3448,10.9918,10.9244,11.2732,10.8708,10.9918,10.8542,10.9633,10.3638,11.2208,10.5179,10.8223,10.3116,10.057,9.799,10.936,10.4928,9.3989,9.9317,11.1063,10.5678,10.1418
BSU05290,9.6254,13.0553,9.2661,8.6431,9.5402,9.837,8.4832,10.3576,10.076,10.1487,13.0044,10.5328,10.2695,9.8781,11.9447,10.79,10.3576,9.8046,9.5071,9.9297,9.521,10.2875,9.7994,9.9137,11.9447,9.9735,10.3136,8.7544,9.0233,10.4499,8.5978,10.0941,9.9286,10.4695,9.9297,10.2682,9.7403,8.4832,10.446,9.4183,8.4222,8.1848,10.2682,10.2347,10.0452,9.749,10.2722,10.0452,10.3707,10.4864,10.2875,9.5071,10.1473,10.074,9.9859,9.9286,9.8956,10.3403,9.4972,9.4283,10.1839,9.5071,9.1206,9.4073,9.1794,10.0452,10.2888,9.7596,10.3383,10.0941,9.9784,8.1848,9.837,9.9859,10.3383,8.6431,8.6431,9.9981,10.79,8.1848,9.9981,10.587,10.3057,10.5111,10.3576,10.3117,13.0553,9.7403,9.7596,9.8392,10.3057,9.5402,9.7575,9.521,9.837,10.8257,9.8046,9.5071,8.1848,10.0672,10.0808,10.3609,9.9133,10.0654,10.2678,8.7795,9.8046,9.4235,9.7596,9.8993,10.2875,9.7596,10.1839,9.8046,9.521,9.9297,10.3057,10.8443,11.5124,9.9297,10.9905,10.3383,9.9735,9.7994,10.0057,9.0233,9.4283,9.749,9.4801,10.7417,9.5071,8.7544,9.7612,10.0739,9.4826,9.0376
BSU26430,9.9925,8.8467,9.7345,8.2243,9.3419,8.8916,8.4155,9.222,8.5271,8.8278,9.002,9.3646,9.0342,8.4131,9.5597,9.4794,9.222,8.8962,8.5393,8.4616,9.0384,8.7953,8.9357,8.9146,9.5597,8.4565,8.8829,7.8094,8.8027,9.1367,9.8986,8.6254,8.899,9.5846,8.4616,9.3845,8.7061,8.4155,9.5918,8.5607,8.3765,8.1817,9.3845,10.3522,8.7291,8.8008,9.0312,8.7291,9.4771,9.4359,8.7953,8.5393,8.2863,9.4093,9.1077,8.899,8.9546,9.2348,8.3336,8.8527,8.8951,8.5393,8.4125,8.4467,9.7069,8.7291,9.4217,8.4271,9.2856,8.6254,8.5816,8.1817,8.8916,9.1077,9.2856,8.2243,8.2243,8.7174,9.4794,8.1817,8.7174,9.0988,8.8945,9.203,9.222,8.8404,8.8467,8.7061,8.4271,8.8927,8.8945,9.3419,10.1643,9.0384,8.8916,9.344,8.8962,8.5393,8.1817,8.4665,8.6456,8.935,9.1063,8.9775,8.6517,8.8479,8.8962,9.8822,8.4271,9.4997,8.7953,8.4271,8.8951,8.8962,9.0384,8.4616,8.8945,9.4448,9.2531,8.4616,9.7558,9.2856,8.4565,8.9357,8.5782,8.8027,8.8527,8.8008,8.2423,9.1423,8.5393,7.8094,8.7007,8.9379,8.1738,8.6905
BSU10420,11.8877,9.8609,12.1907,11.4663,13.0137,12.2189,11.9872,12.6789,10.807,9.7943,9.7572,12.1677,11.9857,8.1582,11.5575,11.2414,12.6789,10.6246,10.485,10.0621,12.9461,13.8385,11.305,12.3265,11.5575,9.8442,10.1806,7.6603,10.4826,9.7646,11.5827,12.9452,9.4997,11.5987,10.0621,11.3467,10.6628,11.9872,11.2569,8.0818,11.9074,11.467,11.3467,13.1589,13.2922,10.1742,13.8811,13.2922,12.2944,12.538,13.8385,10.485,9.2172,12.3902,12.5539,9.4997,11.5345,12.8287,9.162,10.6381,10.1128,10.485,10.3441,11.2243,12.1732,13.2922,12.6299,8.8972,11.6318,12.9452,12.6179,11.467,12.2189,12.5539,11.6318,11.4663,11.4663,9.9774,11.2414,11.467,9.9774,12.4876,11.0785,13.715,12.6789,9.9824,9.8609,10.6628,8.8972,10.6237,11.0785,13.0137,13.0503,12.9461,12.2189,10.5175,10.6246,10.485,11.467,13.2835,12.7985,10.1848,13.1342,9.2979,13.4418,13.3323,10.6246,11.6935,8.8972,12.5212,13.8385,8.8972,10.1128,10.6246,12.9461,10.0621,11.0785,12.765,11.0511,10.0621,10.883,11.6318,9.8442,11.305,8.237,10.4826,10.6381,10.1742,7.9155,9.9893,10.485,7.6603,11.2501,11.0971,11.211,13.034
BSU04100,9.5304,9.2197,9.1753,10.9747,9.4245,10.8464,10.4706,11.2689,9.9704,10.2144,9.4519,10.7385,11.0437,9.4311,11.6014,11.2949,11.2689,10.098,8.3566,9.6928,9.8556,10.7986,8.3046,10.4619,11.6014,10.3401,10.4602,8.3265,8.9521,10.8154,8.5443,10.0813,10.1102,10.0651,9.6928,9.9359,10.4775,10.4706,10.7703,9.7981,10.4326,10.5653,9.9359,9.4774,10.5938,10.2939,10.8714,10.5938,10.7372,11.2998,10.7986,8.3566,9.6906,10.4354,10.0092,10.1102,8.0548,10.3804,10.0381,10.006,11.1667,8.3566,8.6385,10.5,9.1278,10.5938,11.2657,13.1707,10.4595,10.0813,10.1232,10.5653,10.8464,10.0092,10.4595,10.9747,10.9747,10.4009,11.2949,10.5653,10.4009,12.0536,10.6403,11.0845,11.2689,10.9576,9.2197,10.4775,13.1707,10.2812,10.6403,9.4245,8.9853,9.8556,10.8464,11.7699,10.098,8.3566,10.5653,13.1581,10.2432,11.0947,10.7324,13.8476,13.3386,9.3097,10.098,9.2068,13.1707,10.8127,10.7986,13.1707,11.1667,10.098,9.8556,9.6928,10.6403,11.1865,11.0784,9.6928,11.3208,10.4595,10.3401,8.3046,9.9134,8.9521,10.006,10.2939,9.1648,11.6572,8.3566,8.3265,11.128,8.2359,9.9452,9.9318
BSU35910,12.3817,14.5957,12.3978,15.6727,9.9969,9.8041,14.6525,9.0466,9.7937,9.3939,14.3649,10.203,10.1362,12.0733,11.0325,10.4161,9.0466,12.3971,13.6567,14.4533,11.8837,10.1653,13.8262,8.6853,11.0325,8.8433,9.2118,9.8014,14.3148,11.7806,12.2789,10.1709,9.0251,9.1501,14.4533,9.1775,8.3527,14.6525,9.4067,15.679,14.3071,13.8384,9.1775,13.4733,10.1811,13.2582,10.0255,10.1811,9.4147,9.3066,10.1653,13.6567,15.5539,9.472,8.8491,9.0251,13.5449,9.1344,10.7216,12.1835,9.3902,13.6567,14.2155,8.7502,12.5905,10.1811,9.5528,8.3658,9.1858,10.1709,12.8275,13.8384,9.8041,8.8491,9.1858,15.6727,15.6727,9.2764,10.4161,13.8384,9.2764,10.2685,9.8923,10.1166,9.0466,8.7026,14.5957,8.3527,8.3658,8.5374,9.8923,9.9969,12.6281,11.8837,9.8041,10.0592,12.3971,13.6567,13.8384,14.1789,10.3145,9.5939,8.9692,8.729,14.3882,12.1959,12.3971,12.0961,8.3658,9.1052,10.1653,8.3658,9.3902,12.3971,11.8837,14.4533,9.8923,9.1421,10.5432,14.4533,9.6689,9.1858,8.8433,13.8262,14.386,14.3148,12.1835,13.2582,15.3867,9.3969,13.6567,9.8014,9.1801,14.403,10.1624,12.7066
BSU00560,14.5549,11.765,14.8268,11.7578,11.3956,11.4116,12.1336,11.587,11.0892,10.991,12.0452,11.4118,11.3575,13.0961,12.8394,10.7092,11.587,12.4534,9.4176,12.0171,10.6084,11.4751,10.5412,10.9752,12.8394,10.9421,11.4104,11.2348,9.7183,11.474,14.3555,10.9293,10.98,11.3383,12.0171,11.0142,10.7899,12.1336,11.822,12.9297,11.8144,11.9188,11.0142,14.284,11.379,12.4482,11.6606,11.379,11.6286,11.8514,11.4751,9.4176,12.5918,11.416,11.018,10.98,10.9696,10.9187,10.7968,12.3832,11.4638,9.4176,9.3507,10.3834,14.9678,11.379,11.6143,10.2338,11.2801,10.9293,10.9723,11.9188,11.4116,11.018,11.2801,11.7578,11.7578,11.1226,10.7092,11.9188,11.1226,11.3768,10.9643,11.823,11.587,11.1595,11.765,10.7899,10.2338,10.6407,10.9643,11.3956,12.4628,10.6084,11.4116,12.1127,12.4534,9.4176,11.9188,12.0763,11.1112,11.583,10.8838,10.971,12.1666,10.4213,12.4534,14.4303,10.2338,10.4625,11.4751,10.2338,11.4638,12.4534,10.6084,12.0171,10.9643,11.7027,12.6339,12.0171,11.2944,11.2801,10.9421,10.5412,12.8805,9.7183,12.3832,12.4482,12.3298,11.5379,9.4176,11.2348,11.856,10.0107,10.8166,10.4373
BSU05050,10.8403,12.8094,10.4435,10.7479,10.2803,11.3466,9.9969,11.6456,11.1192,11.5227,12.9887,11.4917,11.3558,11.384,12.2729,11.469,11.6456,12.0584,9.3393,11.9,10.4005,11.2649,9.7416,10.5235,12.2729,10.4269,11.3002,9.8384,9.9943,11.6639,10.3684,10.7137,10.4479,11.7041,11.9,11.3796,10.4856,9.9969,11.642,11.3128,10.4563,10.2402,11.3796,11.2643,10.7721,11.5994,11.2946,10.7721,11.8644,11.4901,11.2649,9.3393,11.9157,11.3535,11.0216,10.4479,9.6747,11.3761,10.4184,11.918,11.0801,9.3393,9.8702,10.2641,10.6809,10.7721,11.6677,10.7065,11.4005,10.7137,10.497,10.2402,11.3466,11.0216,11.4005,10.7479,10.7479,11.0026,11.469,10.2402,11.0026,11.228,11.2312,11.6033,11.6456,11.2031,12.8094,10.4856,10.7065,10.5282,11.2312,10.2803,10.494,10.4005,11.3466,11.7802,12.0584,9.3393,10.2402,11.0543,10.6318,10.9836,10.6397,11.1317,11.3924,9.5863,12.0584,10.7117,10.7065,11.1162,11.2649,10.7065,11.0801,12.0584,10.4005,11.9,11.2312,11.7196,11.9192,11.9,12.1515,11.4005,10.4269,9.7416,11.7312,9.9943,11.918,11.5994,11.0348,11.795,9.3393,9.8384,11.5491,9.8906,9.7566,10.0613
BSU40670,8.6696,8.7154,8.0393,7.8482,9.3711,9.2197,8.4914,9.3648,8.5719,8.9527,8.8518,9.3965,9.2026,10.0898,9.8291,9.3641,9.3648,8.8655,8.2421,8.9672,8.8032,9.1378,8.4454,8.9035,9.8291,8.7546,9.1158,8.6832,7.7839,8.9288,7.648,8.6857,8.6013,9.0738,8.9672,8.9147,8.3189,8.4914,9.4379,10.1627,8.3579,8.2142,8.9147,8.4926,9.0512,9.1729,9.2327,9.0512,9.3566,9.4435,9.1378,8.2421,9.4075,9.3363,8.9711,8.6013,8.2217,9.1593,8.1577,8.7591,9.1052,8.2421,7.753,8.5292,7.7921,9.0512,9.5875,8.2002,9.2535,8.6857,8.6142,8.2142,9.2197,8.9711,9.2535,7.8482,7.8482,8.8534,9.3641,8.2142,8.8534,9.5206,9.1332,9.4236,9.3648,8.8806,8.7154,8.3189,8.2002,8.5119,9.1332,9.3711,8.2357,8.8032,9.2197,9.7509,8.8655,8.2421,8.2142,9.3418,8.9653,9.2283,9.0743,8.6634,9.6266,8.3433,8.8655,8.5558,8.2002,9.0803,9.1378,8.2002,9.1052,8.8655,8.8032,8.9672,9.1332,9.4687,9.3942,8.9672,9.6858,9.2535,8.7546,8.4454,10.1114,7.7839,8.7591,9.1729,9.6593,9.2533,8.2421,8.6832,9.1889,8.3838,8.6304,8.3295
BSU00470,10.6409,12.4739,10.5894,12.0909,12.77,13.3411,12.1991,13.3395,12.9904,13.219,12.3914,13.5961,13.485,13.6449,13.4703,13.5679,13.3395,13.2422,10.4111,13.0099,11.7366,13.3178,11.7761,12.1569,13.4703,12.6259,13.7337,11.7557,10.1006,12.7766,9.9982,12.8633,12.6554,13.4455,13.0099,12.8474,12.5505,12.1991,14.2649,13.5418,12.407,12.974,12.8474,9.9257,13.1532,13.0872,13.22,13.1532,13.9005,13.5432,13.3178,10.4111,13.5534,12.7052,12.3727,12.6554,11.9015,12.8236,12.3241,13.0427,13.1153,10.4111,10.0095,12.0108,10.3616,13.1532,13.3538,13.0404,13.2884,12.8633,12.667,12.974,13.3411,12.3727,13.2884,12.0909,12.0909,13.4626,13.5679,12.974,13.4626,13.1066,13.1261,13.3172,13.3395,13.2599,12.4739,12.5505,13.0404,12.231,13.1261,12.77,11.2687,11.7366,13.3411,13.8404,13.2422,10.4111,12.974,12.8275,13.0259,13.3046,12.2694,13.6859,12.9477,11.183,13.2422,10.5632,13.0404,13.1073,13.3178,13.0404,13.1153,13.2422,11.7366,13.0099,13.1261,13.5452,12.9489,13.0099,14.4306,13.2884,12.6259,11.7761,13.7324,10.1006,13.0427,13.0872,13.1176,13.6951,10.4111,11.7557,13.3741,11.5483,12.2338,11.6133
BSU34170,8.9113,8.9347,8.5178,8.7133,9.1874,8.9821,8.7346,9.2293,8.7678,9.0766,9.2247,9.0061,8.8779,9.7447,10.5578,9.5212,9.2293,9.5316,8.3798,9.3205,9.5104,9.214,8.5298,8.644,10.5578,8.8429,9.0013,8.5757,8.3619,9.3364,7.968,9.141,8.8248,8.8785,9.3205,9.0565,8.246,8.7346,9.3843,9.8105,8.5028,8.1322,9.0565,8.7786,8.9141,9.3878,9.0783,8.9141,9.2183,9.4081,9.214,8.3798,9.6564,9.4024,8.5724,8.8248,8.2416,8.8497,8.3538,9.5689,9.0689,8.3798,7.9808,8.1159,8.5148,8.9141,9.4711,8.4097,9.0188,9.141,8.954,8.1322,8.9821,8.5724,9.0188,8.7133,8.7133,8.7487,9.5212,8.1322,8.7487,9.0368,8.8476,9.1491,9.2293,8.8809,8.9347,8.246,8.4097,8.7108,8.8476,9.1874,9.0006,9.5104,8.9821,9.8571,9.5316,8.3798,8.1322,9.589,9.0851,9.2112,8.8299,8.8613,9.7775,9.1631,9.5316,8.9102,8.4097,9.1728,9.214,8.4097,9.0689,9.5316,9.5104,9.3205,8.8476,9.2698,10.1348,9.3205,9.9053,9.0188,8.8429,8.5298,10.1312,8.3619,9.5689,9.3878,9.4254,9.4332,8.3798,8.5757,8.9205,8.5144,8.6722,9.1193
BSU18460,10.1436,11.202,10.2509,11.0829,9.9693,11.2246,9.7159,11.3925,11.4636,11.1953,11.0208,11.7129,11.6566,11.4005,11.3989,11.689,11.3925,11.7417,9.9802,10.5626,10.7628,11.3733,10.7203,10.056,11.3989,10.7515,11.2643,9.9429,9.3616,11.2662,10.0432,11.2384,10.4824,11.2814,10.5626,11.1761,10.3141,9.7159,11.5608,11.43,9.7769,9.8699,11.1761,10.8916,11.1444,10.758,11.7047,11.1444,11.5245,11.4062,11.3733,9.9802,11.5783,11.1023,10.6473,10.4824,10.7448,11.0838,10.4819,11.4818,11.1041,9.9802,9.4534,10.3009,10.4459,11.1444,11.5635,11.2561,11.3115,11.2384,10.9512,9.8699,11.2246,10.6473,11.3115,11.0829,11.0829,11.0854,11.689,9.8699,11.0854,11.5116,11.3192,11.742,11.3925,11.0311,11.202,10.3141,11.2561,10.202,11.3192,9.9693,10.5286,10.7628,11.2246,11.8792,11.7417,9.9802,9.8699,11.9365,11.1237,11.2486,10.332,11.9623,11.8849,10.4946,11.7417,10.1268,11.2561,10.6021,11.3733,11.2561,11.1041,11.7417,10.7628,10.5626,11.3192,11.4392,10.8904,10.5626,11.861,11.3115,10.7515,10.7203,11.3087,9.3616,11.4818,10.758,11.1444,11.5533,9.9802,9.9429,11.1009,10.769,10.9084,10.5768
BSU30020,14.5397,13.4665,14.4065,14.4939,10.9622,12.6107,11.41,12.883,12.9602,13.12,13.5918,13.6417,13.4166,9.3935,14.9397,13.0094,12.883,13.0247,13.1564,11.2778,13.8292,12.5396,13.5036,12.8159,14.9397,11.9851,12.8364,8.5257,14.1381,13.1743,15.0277,12.1652,12.0249,13.1867,11.2778,13.2192,12.2084,11.41,13.145,8.9464,11.2835,11.8639,13.2192,15.6733,12.3673,11.5895,12.0605,12.3673,13.2938,12.7881,12.5396,13.1564,10.8903,12.8545,13.1174,12.0249,13.8825,13.3425,12.1329,12.9264,12.5905,13.1564,13.631,12.2119,14.2916,12.3673,12.6462,10.432,12.8903,12.1652,12.3553,11.8639,12.6107,13.1174,12.8903,14.4939,14.4939,12.8076,13.0094,11.8639,12.8076,13.351,12.9487,12.6532,12.883,12.1421,13.4665,12.2084,10.432,12.3069,12.9487,10.9622,15.0426,13.8292,12.6107,12.727,13.0247,13.1564,11.8639,13.3027,12.3587,12.7302,12.5609,10.4183,13.4424,14.0001,13.0247,14.2044,10.432,12.5981,12.5396,10.432,12.5905,13.0247,13.8292,11.2778,12.9487,13.0688,14.5665,11.2778,13.4687,12.8903,11.9851,13.5036,9.6452,14.1381,12.9264,11.5895,9.1304,12.8318,13.1564,8.5257,12.1372,14.0096,12.6958,13.8854
BSU23590,10.0815,11.3594,9.6901,9.0881,11.8066,9.3879,11.2566,9.8703,9.0894,9.6374,11.2846,9.9858,9.8704,10.5138,9.7072,10.0888,9.8703,9.292,9.2183,11.7409,9.1932,10.1554,9.8324,8.8911,9.7072,9.2089,9.756,9.1568,9.3662,9.6619,7.8106,10.3218,8.9286,9.813,11.7409,9.821,8.9986,11.2566,10.1014,10.9092,11.2955,12.0,9.821,9.3866,9.8544,11.774,10.3088,9.8544,10.2088,9.9598,10.1554,9.2183,11.8654,9.7398,9.3121,8.9286,9.5217,9.809,8.8699,9.0603,9.4084,9.2183,9.0274,8.9737,9.7435,9.8544,10.1464,12.1012,9.9024,10.3218,10.0098,12.0,9.3879,9.3121,9.9024,9.0881,9.0881,9.4744,10.0888,12.0,9.4744,10.2238,9.7366,10.4323,9.8703,9.3795,11.3594,8.9986,12.1012,8.8398,9.7366,11.8066,9.1255,9.1932,9.3879,9.9262,9.292,9.2183,12.0,9.3966,10.0403,9.7665,9.4618,12.5214,9.0529,8.3195,9.292,9.9356,12.1012,9.1704,10.1554,12.1012,9.4084,9.292,9.1932,11.7409,9.7366,10.0349,9.1752,11.7409,10.1161,9.9024,9.2089,9.8324,11.4332,9.3662,9.0603,11.774,10.7567,9.7099,9.2183,9.1568,9.3653,9.8206,9.4442,8.6997
BSU07820,10.204,14.6596,10.4082,13.5771,12.9643,11.2832,11.4182,11.7385,10.7925,11.2802,14.7445,11.3875,11.3158,13.7506,12.2801,11.3671,11.7385,14.6337,10.4285,14.7335,10.1753,11.3033,10.539,10.5697,12.2801,11.2007,11.5628,11.8111,11.577,11.6641,10.171,11.0097,10.8555,11.9112,14.7335,11.5797,10.9309,11.4182,11.887,15.301,11.3522,11.1594,11.5797,11.1763,10.8129,14.6996,11.3809,10.8129,12.0366,11.8709,11.3033,10.4285,15.2807,11.301,10.8545,10.8555,10.3233,11.3191,10.7581,14.6071,11.4364,10.4285,10.6923,10.5445,10.4505,10.8129,11.7101,11.6243,11.5918,11.0097,10.5224,11.1594,11.2832,10.8545,11.5918,13.5771,13.5771,11.3938,11.3671,11.1594,11.3938,11.432,11.2537,11.502,11.7385,11.3365,14.6596,10.9309,11.6243,10.8279,11.2537,12.9643,10.9179,10.1753,11.2832,12.1886,14.6337,10.4285,11.1594,10.4984,10.7803,11.6003,10.7485,12.5247,10.7874,9.9097,14.6337,10.0383,11.6243,11.1507,11.3033,11.6243,11.4364,14.6337,10.1753,14.7335,11.2537,11.7858,11.4824,14.7335,12.1897,11.5918,11.2007,10.539,14.1895,11.577,14.6071,14.6996,14.7956,11.8304,10.4285,11.8111,11.4308,10.905,10.1757,9.9703
