"S0_1"	"S1_1"	"S2_1"	"S3_1"	"S4_1"	"S5_1"	"S0_2"	"S1_2"	"S2_2"	"S3_2"	"S4_2"	"S5_2"	"S0_3"	"S1_3"	"S2_3"	"S3_3"	"S4_3"	"S5_3"	"S6_4"	"S7_4"	"S6_5"	"S7_5"	"S6_6"	"G135_1"	"G150_1"	"G150_2"	"G135_3"	"G150_3"	"C30_1"	"C30_2"	"T.5.40H_1"	"T.4.40H_1"	"T.3.40H_1"	"T.2.40H_1"	"T.1.40H_1"	"T.1.10H_1"	"T.0.40H_1"	"T0.0H_1"	"T0.30H_1"	"T1.0H_1"	"T1.30H_1"	"T2.0H_1"	"T2.30H_1"	"T3.0H_1"	"T3.30H_1"	"T4.0H_1"	"BMM_1"	"Heat_1"	"Cold_1"	"BMM_2"	"Heat_2"	"Cold_2"	"BMM_3"	"Heat_3"	"Cold_3"	"SMM_1"	"SMM_2"	"SMM_3"	"Mt0_1_dupl01"	"Mt0_1_dupl02"	"M0t45_1"	"Mt0_2_dupl01"	"Mt0_2_dupl02"	"M0t45_2"	"Mt0_3_dupl01"	"Mt0_3_dupl02"	"M0t45_3"	"M40t45_1"	"M40t45_2"	"M40t45_3"	"dia0_1"	"dia5_1"	"dia0_2"	"dia5_2"	"dia0_3"	"dia5_3"	"GM.0.2_1"	"GM.0.1_1"	"GM.5_1"	"GM.15_1"	"GM.25_1"	"GM.45_1"	"GM.60_1"	"GM.90_1"	"GM.120_1"	"GM.0.2_2"	"GM.0.1_2"	"GM.5_2"	"GM.10_2"	"GM.15_2"	"GM.25_2"	"GM.45_2"	"GM.60_2"	"GM.90_2"	"GM.0.2_3"	"GM.0.1_3"	"GM.5_3"	"GM.10_3"	"GM.15_3"	"GM.25_3"	"GM.45_3"	"GM.60_3"	"GM.90_3"	"GM.120_3"	"MG.0.1_1"	"MG.5_1"	"MG.10_1"	"MG.15_1"	"MG.25_1"	"MG.45_1"	"MG.120_1"	"MG.0.1_2"	"MG.0.2_2"	"MG.t5_2"	"MG.10_2"	"MG.15_2"	"MG.25_2"	"MG.45_2"	"MG.60_2"	"MG.90_2"	"MG.0.1_3"	"MG.0.2_3"	"MG.5_3"	"MG.10_3"	"MG.15_3"	"MG.25_3"	"MG.45_3"	"MG.60_3"	"MG.90_3"	"MG.120_3"
"BSU24540"	11.0171	11.6746	12.097	11.4599	11.1397	10.1293	10.8479	11.7718	11.231	11.2098	10.3529	10.744	11.2604	11.7118	11.5033	9.2967	10.0154	10.6723	9.7777	10.3029	10.0236	9.9644	10.2646	12.3361	12.1467	12.6566	10.772	12.5363	11.9558	12.3131	12.6536	12.5783	12.472	12.1539	12.0237	12.013	12.0098	11.9572	11.1355	10.6199	10.9404	11.0295	11.7103	11.1511	11.0671	11.0149	12.4326	12.935	12.5007	12.2324	12.6134	12.083	11.9057	11.9602	10.9562	12.221	12.2278	12.1273	13.0083	13.0083	12.7794	10.4151	10.4151	12.1354	12.9714	12.9714	12.758	11.6448	11.3022	13.2942	12.3404	11.9577	12.5297	12.8216	12.9064	13.2418	12.7249	12.593	12.3404	12.7865	13.1744	13.1417	12.8425	13.0263	12.0065	12.8653	12.8629	12.7883	12.8032	12.8197	12.8165	11.8605	11.7852	12.762	12.5117	12.5506	12.7848	11.5551	12.3976	11.6941	12.3946	11.3268	12.1587	12.4117	13.004	12.6757	13.0143	12.2806	12.6701	12.1923	11.5503	11.9068	12.5214	12.6064	12.5489	13.4839	12.504	12.3559	12.5157	12.2547	13.3614	13.16	12.6724	12.0744	12.9183	12.4548	12.8261	12.91	12.5589	11.7185
"BSU24550"	13.0876	13.4546	9.3692	10.1607	11.4294	11.7032	12.9987	13.5473	9.718	11.7099	12.2568	11.8581	13.374	13.6973	9.281	10.8193	11.439	12.1604	12.1941	11.9654	12.6446	11.3365	12.8051	8.1666	8.5755	8.3683	7.6869	8.5564	10.1986	10.552	11.938	11.7842	11.5083	11.3299	11.0444	11.1682	10.2842	10.3467	10.8107	11.1923	11.2419	11.5267	11.4225	10.45	10.8086	10.6469	12.2128	13.0115	11.6135	11.6757	12.7423	10.5137	11.1996	12.2258	10.1225	12.0384	12.0169	11.9655	10.5309	10.5309	10.7325	11.1816	11.1816	11.219	10.5162	10.5162	11.0582	10.7994	12.2042	11.0023	10.471	11.0915	10.8817	11.4956	11.0971	11.8915	11.7896	11.7988	11.1864	12.2168	12.6461	12.6027	12.6309	12.7592	11.5792	12.648	12.6758	12.0587	12.2909	12.4062	12.506	11.8	11.7174	12.6555	13.0039	13.1814	12.7996	11.7885	12.791	12.2184	12.2859	11.7765	12.8105	12.0732	12.1551	12.1919	12.7323	11.5853	11.8658	11.6523	11.1934	11.2383	11.9007	12.0769	12.215	12.6976	11.702	11.3603	11.8042	11.7198	12.5267	11.8237	11.536	11.3925	12.1058	11.8464	12.3348	11.9665	12.2383	12.1563
"BSU24560"	12.6663	13.4297	9.4351	10.0714	11.4297	11.672	12.9651	13.3411	9.821	11.7565	12.2445	12.0186	13.3733	13.7163	9.528	10.8878	11.3984	12.1729	12.452	12.0738	12.9151	11.5972	12.9537	8.3013	8.7949	8.4726	7.7164	8.6652	10.3064	10.5712	12.034	11.8417	11.6432	11.3334	11.1294	11.2859	10.325	10.3852	10.9297	11.2187	11.4481	11.5674	11.4737	10.5072	10.9411	10.9354	12.1505	13.2217	11.666	11.9663	13.0412	10.5875	11.558	12.6092	10.1906	12.0936	12.0856	12.078	10.7334	10.7334	10.8511	11.2116	11.2116	11.457	10.3795	10.3795	11.0027	10.9838	12.2136	10.8508	10.6097	11.1057	10.9901	11.7298	11.3432	11.8999	11.8663	11.8003	11.1327	12.2654	12.6657	12.7432	12.7192	12.9259	11.7109	12.5821	12.6461	12.1813	12.4984	12.3346	12.7235	11.6217	11.8225	12.786	13.2334	13.0835	12.8407	11.9361	12.8517	12.5052	12.1707	11.9978	12.5265	11.9243	12.3254	12.1759	12.6887	11.7258	11.9956	11.7356	11.282	11.3666	11.8823	12.0089	12.3133	12.7626	11.7706	11.3711	11.8754	11.7409	12.5692	11.8476	11.2888	11.3598	12.3395	11.8699	12.4123	11.685	12.3382	12.3151
"BSU24570"	12.7873	14.0361	10.1788	10.9667	12.1252	12.5779	12.9759	14.0253	10.4545	12.3641	12.7763	12.639	13.1704	14.1226	10.1425	11.5956	11.8993	13.0089	12.8228	13.1076	13.5958	12.4583	13.7803	9.1221	9.4826	9.3572	8.0896	9.6505	10.648	10.9715	12.5451	12.2616	12.0732	11.6955	11.544	11.7688	10.8737	10.8088	11.6783	11.8542	12.2634	12.258	12.1291	11.4193	11.826	11.8615	12.6765	13.6924	12.3061	12.4474	13.3972	11.3929	12.1637	13.1838	10.8321	12.5802	12.4799	12.4958	11.3704	11.3704	11.5114	11.8258	11.8258	12.3965	11.2723	11.2723	11.7525	11.614	12.8686	11.7308	11.4554	11.7051	11.833	12.2975	12.208	12.4579	12.1325	12.1106	11.6242	12.6549	13.1398	13.0024	13.1052	13.1329	12.0233	13.1884	13.2548	12.5389	12.7544	12.7518	13.1671	12.0479	12.127	13.2266	13.5593	13.4699	13.236	12.3911	13.1723	12.8729	12.2176	12.4412	13.0795	12.6737	12.7031	12.4693	13.0958	12.0694	12.4914	12.1135	11.7876	11.8495	12.512	12.4453	12.6968	13.2618	12.0392	11.6095	12.2304	12.1448	13.0658	12.2919	12.0817	11.61	12.5006	12.3353	12.8376	12.1549	12.8224	12.9302
"BSU24580"	7.1486	7.0385	7.8249	12.4073	13.1277	12.5002	7.2465	7.0777	7.5358	12.6297	12.9573	12.7143	7.4456	6.9073	7.5376	12.9582	12.5715	12.7887	11.7966	12.1109	12.3265	12.0019	12.643	7.4655	7.3676	6.9617	7.4343	7.3911	8.6386	8.7014	7.9616	7.5649	7.299	7.2351	7.067	6.8956	6.7817	6.8186	7.7342	7.3707	7.7639	8.0248	8.1731	8.6907	9.6952	10.1002	6.9491	7.6912	6.9791	6.9756	7.1553	7.161	7.164	7.6951	7.3643	7.2434	7.1866	7.1843	7.1288	7.1288	7.2036	7.6265	7.6265	7.0133	6.6362	6.6362	7.0161	7.4501	7.4285	6.9019	7.0313	7.2213	7.0828	7.3848	6.6825	6.9412	7.6851	7.0488	6.939	7.0196	6.94	7.1371	6.947	7.1216	7.7985	7.6005	6.9793	6.6403	6.6756	7.1608	7.0838	6.4524	7.1145	7.7691	6.7792	7.4373	7.0396	6.8247	7.0578	7.3142	7.7286	7.5009	7.6645	8.17	6.9511	7.333	7.1003	7.1407	7.1425	7.199	7.34	6.5648	6.713	6.531	6.8522	7.5809	7.025	6.9485	7.1569	6.5767	7.1597	7.3167	7.4729	7.3865	7.1503	7.0877	7.1057	7.3472	6.9221	7.0224
"BSU24590"	9.3078	9.5701	8.9559	12.7358	13.2942	12.6858	9.4963	9.3011	8.5591	12.6892	13.0785	12.8898	9.5004	9.6181	8.6833	12.8051	12.7031	12.7119	11.9939	12.3414	12.5488	12.1423	12.8269	8.8116	8.8515	8.792	8.053	8.9931	9.2301	9.349	10.3718	10.0595	9.9441	9.8482	9.6662	9.8108	9.9336	9.6667	9.8949	9.699	9.5068	9.3674	9.8722	9.7609	10.1366	10.3621	9.657	9.6355	10.8684	9.6076	9.5592	10.6949	9.7436	9.5944	10.4012	9.775	9.7461	9.9093	9.3717	9.3717	9.6812	10.0017	10.0017	9.1741	8.9851	8.9851	9.6745	9.2988	10.0332	9.6958	9.2367	9.6924	9.3129	9.3145	9.6067	9.7134	9.4128	9.5978	9.4384	9.9897	9.8983	10.3545	9.9002	9.6742	8.8136	9.7995	9.9892	9.4377	9.3673	9.6544	9.9664	9.2634	9.1145	9.8787	10.1132	10.0488	9.7552	9.1898	9.7743	9.8109	9.2748	9.5768	10.0559	10.2708	9.5033	9.714	9.9045	9.2049	9.7852	9.4814	9.3253	8.5708	9.1084	8.9543	9.4391	10.1401	9.5823	8.7887	9.3563	8.8156	9.8221	9.5309	9.6389	8.4448	9.6609	9.5513	9.8973	9.9448	9.7215	9.6215
"BSU24620"	12.9788	12.708	14.4219	14.736	14.6538	13.3517	12.685	12.2413	14.4032	14.3822	14.9907	13.8265	12.5859	12.1862	13.9177	15.0589	14.6964	13.8407	10.4201	10.0416	10.6986	10.087	11.1637	8.1136	8.3281	8.1935	7.6616	8.2826	9.5403	9.6721	10.9964	11.594	12.4188	13.3367	13.7511	13.974	14.2081	14.4121	13.4936	13.9605	13.3262	13.2752	13.7771	13.1263	13.1086	12.9223	14.3596	14.2223	14.3337	14.1617	13.7029	13.9918	13.7845	13.5681	13.743	12.8771	13.0215	12.8546	11.5071	11.5071	12.9713	12.9448	12.9448	13.1563	10.6041	10.6041	12.2999	12.6351	13.6645	12.2824	11.2302	11.159	11.862	11.4631	12.1966	11.5831	9.7752	9.526	9.7151	10.0921	10.8131	11.2133	11.6826	12.6828	12.3515	8.722	8.4317	8.2333	8.5733	8.7193	9.1247	8.9509	9.7435	11.6924	8.1328	8.4871	8.7887	8.1851	8.9288	9.1411	9.6336	9.9643	11.6134	12.6786	9.9748	10.4459	10.8295	10.0695	10.6817	11.0339	12.7071	9.6018	9.9893	10.1434	10.2344	10.994	10.2309	9.9577	10.8016	11.3269	10.1871	10.0067	9.8049	9.7222	10.0727	10.1426	10.4416	10.3377	11.5432	12.3835
"BSU24630"	9.8199	10.2091	11.9484	12.2187	12.0159	10.4536	9.6503	9.6121	11.805	11.8542	12.1108	10.8318	9.4598	9.747	11.3189	11.6969	11.4067	11.107	8.4541	8.9291	8.5205	9.2181	8.7422	7.3573	7.467	7.2792	7.531	7.5057	9.0601	8.9922	9.0111	9.3716	10.0054	10.9081	11.3772	11.5865	11.8298	11.9151	11.4191	11.1838	10.8678	10.5425	11.2238	10.2347	10.2544	9.9952	12.4441	12.4076	12.4963	12.1129	12.1553	11.9391	11.7495	11.8362	11.4739	10.3517	10.3733	10.3366	9.3958	9.3958	10.4862	10.2493	10.2493	10.5776	8.5097	8.5097	10.0161	10.0621	10.9188	9.8917	9.1046	8.2335	9.5462	8.8343	9.8241	8.82	8.4153	7.9796	7.839	8.3661	8.9048	9.3216	9.5951	10.441	10.2075	7.7058	7.1022	7.0548	7.1944	7.5494	7.6424	7.444	8.0227	9.8209	6.9587	7.4584	7.5414	7.3053	7.7004	7.9375	8.5727	8.6021	9.7169	10.4637	8.2889	8.4062	8.9237	8.3772	8.7526	8.6672	10.4903	7.8979	8.2621	8.3082	8.5347	9.241	8.2793	8.1671	8.7006	9.2031	8.3851	8.3076	8.3002	8.2519	8.3826	8.3355	8.653	8.7718	9.3207	9.8406
"BSU24640"	9.7912	9.738	11.4374	11.8273	12.0465	10.2075	9.4696	9.3627	10.9427	11.4173	11.8851	10.3691	9.3393	9.2679	10.4163	10.9371	10.9856	10.7407	8.677	9.4002	8.597	9.5105	8.9228	7.6056	7.5205	7.1104	7.5641	7.4436	9.2557	9.2587	8.9504	9.3051	9.8993	10.4759	10.9852	11.2539	11.4512	11.4483	11.611	11.34	11.0627	10.5893	11.1325	10.3571	10.2671	10.0224	12.1849	12.1061	12.5971	11.9345	11.6799	11.7301	11.552	11.5949	11.5108	9.9346	10.1787	9.9976	9.0022	9.0022	9.8037	9.6111	9.6111	10.6603	8.1328	8.1328	9.2252	9.4583	10.1134	9.2994	8.7024	7.9322	9.2654	8.5692	9.7534	8.4996	8.0754	7.5993	7.5998	8.0587	8.6321	9.0188	9.3772	10.1431	9.8428	7.6587	6.934	6.9028	6.951	7.3717	7.5654	7.2114	7.943	9.7084	6.8424	7.4523	7.3822	7.1873	7.4834	7.7461	8.1993	8.4313	9.7375	10.4999	7.9767	8.3518	8.6347	8.1756	8.6055	8.7886	10.1357	7.6725	8.0011	7.9131	8.2011	9.0907	8.2577	7.9723	8.6115	8.8588	8.1976	8.0269	8.1113	8.2595	8.1578	8.1965	8.3455	8.3173	9.0206	9.6706
"BSU24650"	7.7784	8.1205	8.7791	13.5408	14.8	14.6174	7.8007	8.0732	8.5607	13.5978	14.6837	14.4512	8.1424	7.9197	8.3806	14.4274	14.6129	14.8192	13.7058	13.9424	14.2832	13.8228	14.362	7.964	7.5219	7.1692	7.5187	7.3779	10.7449	10.4779	9.9306	9.138	8.9164	8.6069	8.5461	8.3428	8.3568	8.2436	9.1741	8.7832	8.9783	8.7643	9.4142	9.7364	10.9763	11.7351	7.4716	8.2338	8.1556	7.5214	7.877	7.9379	7.7073	8.184	7.8624	7.8807	7.9536	8.0397	7.5271	7.5271	7.9174	7.9395	7.9395	7.6847	6.995	6.995	7.8467	7.8616	8.1224	7.6907	7.2416	7.4414	7.4832	7.7686	7.2635	7.4317	7.9723	7.6861	7.615	7.7561	7.9211	7.9427	7.6501	7.8177	8.0259	8.057	7.7123	7.4459	7.4258	7.6034	7.9508	7.0593	7.8413	8.311	7.8218	8.1554	8.0034	7.5133	7.8599	8.0741	8.1485	8.117	8.0862	8.6836	7.8246	8.101	7.9253	7.7149	7.8301	8.0421	7.851	7.099	7.31	7.0697	7.3137	7.9716	7.4347	7.3834	7.5146	7.066	7.6332	7.672	7.8119	7.8888	7.5021	7.3424	7.4321	7.6644	7.35	7.4306
"BSU24660"	13.5645	12.5278	13.6507	13.3664	13.7778	13.5576	13.6173	12.7518	13.4837	13.4887	13.4321	13.6277	14.2445	13.2778	13.8647	12.5909	13.9573	14.2781	12.566	12.9452	13.1814	12.7444	13.4048	8.3997	7.9626	7.8774	7.7525	8.1189	13.0191	13.2633	14.3429	14.7092	14.3253	14.0533	13.4759	12.8851	13.0925	12.8097	10.4463	9.7709	9.8801	9.6371	10.4217	10.5323	11.2976	11.505	10.4763	9.1158	9.6136	9.8685	9.0338	9.505	9.8181	8.9813	8.6941	11.7335	12.5134	11.6789	8.2808	8.2808	9.4372	9.4065	9.4065	8.5371	7.9392	7.9392	8.5431	9.1619	10.0049	8.5019	8.1136	7.903	8.2913	7.9985	8.28	7.6473	9.9676	9.8493	10.0889	10.9283	11.6891	12.9426	13.1896	13.2035	12.1275	10.2483	9.9356	9.7491	9.8172	9.8557	10.4298	9.7054	10.1206	11.5915	10.8237	10.8515	11.8266	10.6547	12.0952	12.0639	12.5893	13.3494	13.5434	13.3327	9.5314	9.5392	9.7324	9.0541	9.2506	8.806	9.6635	8.3525	8.4234	8.42	8.581	9.3172	8.3892	7.8729	8.3744	8.0523	9.0879	8.8078	8.6066	8.4602	8.7121	8.368	8.6148	8.4259	8.3009	8.5668
"BSU24670"	13.4167	12.7608	13.7011	13.3499	13.0265	12.6907	13.6409	12.9523	13.7022	12.9867	13.0928	12.1306	13.8734	13.4504	13.5861	10.2165	13.2122	13.1937	10.8653	10.9339	11.3963	10.6804	11.2436	8.532	8.0434	7.9967	7.8066	8.0072	13.2119	13.4601	14.5731	14.8255	14.3979	14.1575	13.5253	13.3615	13.2909	13.2572	9.8592	9.5037	9.1861	9.6846	10.493	10.5049	11.2384	11.4779	10.5212	8.6193	9.6612	9.9482	8.4376	9.3185	9.999	8.487	8.8039	11.9657	12.4858	11.6886	7.9509	7.9509	8.9886	9.339	9.339	8.7132	7.9987	7.9987	8.6483	9.0614	10.0704	8.6013	8.2723	7.9186	8.2104	8.0654	8.3397	7.6426	10.0419	10.0975	10.1569	11.0462	11.7367	12.8204	12.8321	13.4041	12.0507	10.2605	10.022	9.8922	9.9517	9.9136	10.3198	9.8499	10.0355	11.5261	10.65	10.9874	11.6235	10.715	12.1338	12.219	12.8974	13.4022	13.8231	13.3309	9.4888	9.7357	9.7986	9.07	9.1995	9.1231	9.9253	8.2835	8.3563	8.28	8.3785	9.4047	8.3645	8.0102	8.2445	7.9622	8.7591	8.6894	8.4111	8.7034	8.4687	8.3644	8.3835	8.4709	8.5707	8.6367
"BSU24680"	13.547	12.7718	13.6756	13.5304	13.2828	12.9813	13.7867	12.8819	13.7414	13.2542	13.0059	12.6244	13.832	13.3623	13.858	10.6248	13.1987	13.3119	11.5423	11.394	12.3124	11.3661	12.0347	7.9025	7.5981	7.5196	7.6045	7.633	13.3086	13.5454	14.447	14.5642	14.3456	13.9792	13.4117	13.3574	13.3454	13.2872	11.4567	10.6075	10.5277	10.293	11.0718	10.6365	11.3223	11.7323	10.3588	8.0866	9.9711	9.7652	7.905	9.7024	9.6016	8.1823	8.8145	11.5756	12.3517	11.5504	7.3885	7.3885	8.9274	9.3818	9.3818	8.168	7.1056	7.1056	8.3687	8.9694	10.1083	8.141	7.3781	7.3471	7.5199	7.5754	7.4283	7.1563	9.8169	9.8251	9.963	10.6658	11.6874	12.6111	12.704	13.0693	11.9026	10.2824	9.8861	9.7387	9.7706	9.633	10.1105	9.627	9.9082	11.4369	10.5094	10.7039	11.5495	10.6159	11.806	12.1646	12.9693	13.2104	13.7075	13.3428	9.1552	9.3056	9.5038	8.8171	8.9341	8.7439	9.8642	7.8973	8.2759	8.1194	8.3181	9.1411	8.0364	7.6325	7.9965	7.6863	8.6891	8.4251	8.2564	8.0719	8.1874	8.1349	8.3296	8.1561	8.1606	8.5068
"BSU24690"	13.4696	12.71	13.7414	13.5731	13.4187	13.2651	13.9385	12.7427	13.7338	13.383	13.3947	13.0707	14.2722	13.4158	13.9977	11.1846	13.3872	13.6845	11.9428	11.5135	12.6874	11.7066	12.3903	7.9367	7.6276	7.4893	7.6091	7.6782	13.4548	13.5931	14.4247	14.5135	14.2585	14.0192	13.6722	13.7672	13.7795	13.6302	13.5869	12.799	12.6396	11.888	12.7617	12.0034	12.4985	12.5965	10.2893	8.0602	10.3677	9.6687	7.8247	9.919	9.6058	8.2141	8.967	11.6566	12.1814	11.4104	7.582	7.582	9.0572	9.4596	9.4596	8.1614	7.0738	7.0738	8.1917	9.1225	10.216	8.0332	7.4476	7.3921	7.5186	7.601	7.5556	7.3873	10.162	9.927	10.2897	10.8137	11.6184	12.6564	12.8487	13.2505	12.1652	10.1356	10.1025	9.9411	10.0261	9.8468	10.0365	9.7967	10.2923	11.5139	10.5928	10.7332	11.7422	10.7868	11.817	12.2454	12.9976	13.2518	13.5882	13.4592	9.3816	9.6986	9.5509	8.9174	9.1992	8.9138	10.0049	8.2473	8.4098	8.3166	8.4803	9.1369	8.2123	7.8256	8.2411	7.7661	8.7836	8.6564	8.3437	8.8887	8.498	8.1986	8.3329	8.1943	8.2295	8.7027
"BSU24700"	13.5874	13.0584	13.9576	13.7419	13.7569	13.4363	14.1158	12.9919	14.0532	13.6353	13.6176	13.1794	14.3186	13.5255	14.0802	11.401	13.6793	13.8897	12.2279	12.0538	12.9315	11.9457	12.6678	7.7559	7.4782	7.3864	7.5969	7.4669	13.8941	14.1789	14.6439	14.8742	14.653	14.345	13.9932	14.0802	14.0167	14.0634	14.2742	13.6949	13.4768	12.8564	13.3801	12.5923	12.9169	13.1955	10.3714	8.0275	10.4979	9.9053	7.8109	10.1681	9.8397	8.1122	9.2782	11.7981	12.4516	11.8144	7.3648	7.3648	9.1852	9.5511	9.5511	8.1202	6.9376	6.9376	8.2237	9.1818	10.2767	7.9645	7.3411	7.4169	7.4895	7.5559	7.3626	7.0155	9.8274	9.8843	10.4187	10.8332	11.3328	12.6641	13.0313	13.1104	12.0067	10.4712	10.1345	10.1227	10.0226	9.6167	10.5881	9.8476	10.2938	11.7993	11.0741	10.9331	11.982	11.111	12.0483	12.2868	12.8339	13.2784	13.8123	13.475	9.3218	9.1145	9.753	9.1118	9.3226	8.8539	9.9412	8.1313	8.3511	8.1933	8.5228	8.9988	8.1252	7.6297	8.1209	7.7828	8.6782	8.3407	8.2704	8.0753	8.4152	8.206	8.3804	8.0125	8.2395	8.7899
"BSU24710"	13.4708	12.6604	13.7903	13.6414	13.5038	13.2343	13.7345	12.7465	13.6803	13.4476	13.396	13.1659	14.1803	13.2699	13.8732	11.2436	13.5144	13.5856	12.0526	11.9277	12.7387	11.8278	12.5682	8.0754	7.4633	7.1683	7.5528	7.3558	13.3369	13.681	14.3129	14.5712	14.3116	14.2096	13.9177	14.0247	13.9946	13.9409	14.3278	13.6869	13.6853	12.9709	13.5072	12.461	12.8799	12.9833	10.1866	7.8816	10.3504	9.5891	7.6397	10.1328	9.5716	7.9324	9.2292	11.4699	12.2573	11.4561	7.3001	7.3001	8.8584	9.3831	9.3831	8.0198	6.7277	6.7277	7.9685	8.9511	10.1347	7.8511	7.2812	7.222	7.3686	7.4836	7.2202	6.9614	9.8575	9.8497	10.1539	10.7214	11.5275	12.4959	12.7819	12.9345	12.0146	10.1798	9.9366	10.0001	9.8568	9.612	10.1572	9.8264	10.1142	11.468	10.7799	10.7679	11.7625	10.883	11.7716	12.1317	12.7879	13.1467	13.6796	13.3473	9.2874	9.2621	9.6048	8.9239	9.1113	8.918	9.7178	8.0944	8.3867	8.2035	8.4361	8.8998	8.0183	7.6806	7.9807	7.7458	8.6856	8.3257	8.2023	8.2674	8.1862	7.9785	8.2827	7.9997	8.0769	8.5178
"BSU24720"	13.5026	12.9037	13.8302	13.8503	13.7611	13.3524	13.8723	12.8581	14.0096	13.7253	13.5312	13.3348	14.0198	13.4645	14.0408	11.3006	13.4932	13.9278	12.3181	12.1829	12.9537	11.9907	12.7587	7.5153	7.2889	7.0853	7.4987	7.3353	13.5045	13.6355	14.4679	14.6974	14.5442	14.4468	14.2284	14.2226	14.2442	14.1034	14.5896	13.9584	13.7869	13.3117	13.8096	12.73	13.1338	13.2247	10.2176	7.8427	10.6157	9.6544	7.7525	10.3283	9.6614	7.953	9.4032	11.6086	12.3681	11.6081	7.2691	7.2691	8.9831	9.4702	9.4702	7.9807	6.7779	6.7779	8.0975	9.0262	10.2253	7.8638	7.1628	7.2199	7.3123	7.3917	7.1934	6.8851	9.8558	9.9699	10.2724	10.9375	11.7564	12.6319	12.8484	13.1171	11.8319	10.3432	10.135	10.0809	10.1045	9.81	10.2439	9.8273	10.1374	11.5329	10.9049	10.9622	11.9703	10.9647	11.9322	12.1531	12.7317	13.086	13.738	13.3783	9.3412	9.1005	9.6687	8.9808	9.2011	8.6573	9.9782	8.1179	8.4866	8.3413	8.5585	9.1258	8.0732	7.652	8.0953	7.7045	8.7201	8.3988	8.2462	8.0155	8.2859	8.1622	8.2727	7.9785	8.1391	8.5002
"BSU24730"	13.4875	12.8202	13.8877	13.6745	13.9133	13.4111	13.7372	12.7893	14.0951	13.9237	13.6658	13.4079	13.8876	13.5352	14.1837	11.4928	13.6749	14.1291	12.2449	12.0702	12.8654	12.0463	12.7424	7.4969	7.343	7.0514	7.5005	7.3852	13.3275	13.4884	14.6027	14.7904	14.8529	14.5023	14.4478	14.322	14.2926	14.279	14.6226	14.0517	13.9142	13.3261	14.015	13.2189	13.5599	13.528	10.2207	8.062	10.8654	9.7936	7.9387	10.2882	9.674	8.0538	9.4118	11.5833	12.3996	11.5192	7.2821	7.2821	8.9611	9.5615	9.5615	7.9242	6.7775	6.7775	8.1837	8.9756	10.2477	7.9151	7.2306	7.233	7.4469	7.4712	7.1947	7.0103	10.2034	10.2005	10.1878	11.1187	11.75	12.706	12.8172	13.0915	12.0933	10.5001	10.2195	10.2211	10.1704	10.2409	10.502	9.8606	10.1077	11.7502	10.763	11.0395	12.0559	10.9929	12.2168	12.3503	12.9947	13.0149	13.6296	13.1709	9.4458	9.4655	9.638	9.0434	9.2089	9.0102	9.9868	8.2908	8.6266	8.355	8.643	9.3942	8.2556	7.7492	8.0485	7.8272	8.9323	8.5825	8.3765	8.3246	8.4331	8.1992	8.2918	8.1075	8.2957	8.6583
"BSU24740"	9.9223	7.1513	7.8582	8.7334	9.606	9.2355	9.5893	7.1817	7.5942	8.7192	9.3744	9.4679	9.8408	7.0914	7.7997	9.366	9.3819	9.5268	8.6308	9.385	9.0407	9.34	8.873	7.8718	7.4423	7.1359	7.5383	7.481	8.5543	8.327	7.4368	7.4597	7.3544	7.3633	7.3603	7.2553	7.1829	7.1046	8.5267	7.6953	7.9984	8.167	7.8398	7.7085	7.9949	8.0113	7.6137	11.1423	7.2524	7.7511	11.3122	7.3972	8.6546	11.2577	7.4591	7.61	7.3344	7.2221	7.2081	7.2081	7.1876	7.6894	7.6894	7.4279	6.8247	6.8247	7.009	7.3689	7.651	6.9543	7.0408	8.1307	7.0806	8.0619	6.6229	7.6931	8.2662	7.9198	8.2285	7.8376	7.8929	7.9379	7.5388	7.5672	7.9047	8.832	8.2595	8.5411	8.0918	8.0281	8.1904	7.4016	7.6184	8.0778	8.0528	8.4758	8.6192	7.59	7.9903	7.9749	8.254	7.9763	8.0035	8.3723	8.3147	8.5232	8.6777	8.3106	8.2804	7.9412	7.6087	7.6224	8.0142	8.1029	8.2582	9.3867	8.2113	7.691	7.873	7.1795	7.9676	7.9952	8.1047	7.9869	8.0637	7.9086	7.7477	7.715	7.3317	7.3117
