"S0_1"	"S1_1"	"S2_1"	"S3_1"	"S4_1"	"S5_1"	"S0_2"	"S1_2"	"S2_2"	"S3_2"	"S4_2"	"S5_2"	"S0_3"	"S1_3"	"S2_3"	"S3_3"	"S4_3"	"S5_3"	"S6_4"	"S7_4"	"S6_5"	"S7_5"	"S6_6"	"G135_1"	"G150_1"	"G150_2"	"G135_3"	"G150_3"	"C30_1"	"C30_2"	"T.5.40H_1"	"T.4.40H_1"	"T.3.40H_1"	"T.2.40H_1"	"T.1.40H_1"	"T.1.10H_1"	"T.0.40H_1"	"T0.0H_1"	"T0.30H_1"	"T1.0H_1"	"T1.30H_1"	"T2.0H_1"	"T2.30H_1"	"T3.0H_1"	"T3.30H_1"	"T4.0H_1"	"BMM_1"	"Heat_1"	"Cold_1"	"BMM_2"	"Heat_2"	"Cold_2"	"BMM_3"	"Heat_3"	"Cold_3"	"SMM_1"	"SMM_2"	"SMM_3"	"Mt0_1_dupl01"	"Mt0_1_dupl02"	"M0t45_1"	"Mt0_2_dupl01"	"Mt0_2_dupl02"	"M0t45_2"	"Mt0_3_dupl01"	"Mt0_3_dupl02"	"M0t45_3"	"M40t45_1"	"M40t45_2"	"M40t45_3"	"dia0_1"	"dia5_1"	"dia0_2"	"dia5_2"	"dia0_3"	"dia5_3"	"GM.0.2_1"	"GM.0.1_1"	"GM.5_1"	"GM.15_1"	"GM.25_1"	"GM.45_1"	"GM.60_1"	"GM.90_1"	"GM.120_1"	"GM.0.2_2"	"GM.0.1_2"	"GM.5_2"	"GM.10_2"	"GM.15_2"	"GM.25_2"	"GM.45_2"	"GM.60_2"	"GM.90_2"	"GM.0.2_3"	"GM.0.1_3"	"GM.5_3"	"GM.10_3"	"GM.15_3"	"GM.25_3"	"GM.45_3"	"GM.60_3"	"GM.90_3"	"GM.120_3"	"MG.0.1_1"	"MG.5_1"	"MG.10_1"	"MG.15_1"	"MG.25_1"	"MG.45_1"	"MG.120_1"	"MG.0.1_2"	"MG.0.2_2"	"MG.t5_2"	"MG.10_2"	"MG.15_2"	"MG.25_2"	"MG.45_2"	"MG.60_2"	"MG.90_2"	"MG.0.1_3"	"MG.0.2_3"	"MG.5_3"	"MG.10_3"	"MG.15_3"	"MG.25_3"	"MG.45_3"	"MG.60_3"	"MG.90_3"	"MG.120_3"
"BSU24340"	14.1399	14.3642	14.5054	14.1826	14.2283	13.6631	14.4413	14.3413	14.3849	14.3278	14.1686	14.0575	14.6108	14.4845	14.2701	13.9297	13.8546	14.1031	12.549	12.91	13.1671	12.443	13.3067	14.609	14.4835	14.8183	12.5243	14.949	13.8022	14.0772	15.0733	14.9781	14.8622	14.6804	14.564	14.4043	14.4171	14.3979	13.0224	13.4779	12.9578	12.8346	13.8522	13.4482	13.7082	13.5303	14.6005	14.4845	14.8103	14.3579	14.1566	13.8693	14.1379	13.7805	13.1002	14.5555	14.6055	14.6146	14.7854	14.7854	14.6818	13.5257	13.5257	14.7708	14.9109	14.9109	15.0118	14.545	14.6054	15.0599	14.7448	14.5288	14.8371	14.5227	14.9562	14.5713	14.1976	14.2836	14.0365	14.4176	15.0225	14.6975	14.5662	14.6824	13.7692	14.7924	14.8349	14.604	14.5882	14.262	14.5331	13.5497	13.5008	14.6775	14.5587	14.4424	14.7697	13.7625	14.4425	14.0641	13.9471	13.7651	14.357	14.0472	14.314	14.3909	14.8037	13.9475	14.5031	14.3594	13.6398	13.3598	14.165	14.2463	14.3887	15.1126	14.0666	13.8295	14.2356	13.8857	14.8246	14.3302	13.9349	13.688	14.6321	14.5952	15.1526	14.5081	14.519	14.0724
"BSU24350"	13.5689	14.3148	14.4536	14.0141	14.0432	12.8812	13.9039	14.013	14.5214	14.3112	13.4642	13.4424	13.8302	14.5305	14.2509	13.3276	12.9426	13.4092	11.784	12.2872	12.0238	11.7589	12.3407	14.695	14.7584	14.9715	12.403	15.2851	14.1265	14.3158	15.2766	15.0366	14.9506	14.7732	14.588	14.4049	14.5063	14.4553	12.9127	13.5789	13.0971	12.9513	13.9735	13.5519	13.8834	13.7219	14.6853	14.9902	15.1055	14.5815	14.4391	14.8075	14.6908	14.4269	14.3483	14.6879	14.8279	14.7346	15.2553	15.2553	14.9217	13.9712	13.9712	14.7209	14.8876	14.8876	14.9396	14.8559	14.4865	14.986	14.9368	14.7956	15.2416	14.7782	15.3751	15.0283	14.1976	14.2089	14.4067	14.3723	15.3582	14.8229	14.7814	14.6438	13.904	14.9313	14.7819	14.6791	14.6815	14.1706	14.6227	13.7659	13.9584	15.0114	14.8027	14.722	14.9258	13.9332	14.5227	14.4994	14.3018	14.0981	14.6901	14.7695	14.3236	14.2926	14.7957	14.1189	14.7842	14.4908	14.3544	13.7697	14.3799	14.2625	14.5872	15.114	14.0554	13.824	14.6526	14.015	15.054	14.5301	14.4246	13.9794	14.7812	14.8578	15.337	14.6487	14.7505	14.4126
"BSU24360"	7.3236	7.7867	10.8932	15.3226	14.8751	14.5877	7.6383	7.8187	11.7041	15.3981	15.0603	15.1379	7.8638	7.7926	11.8511	14.9412	15.3128	14.8388	13.5017	13.8135	13.8269	13.6748	13.9262	7.915	7.5762	7.3221	7.5978	7.699	8.6562	8.912	10.2586	9.4223	8.7372	8.2413	7.9617	7.8139	7.6749	7.6845	8.3126	8.0524	8.3461	9.4374	12.218	12.7732	13.3954	13.4532	7.2688	8.0576	7.6319	7.3016	7.6334	7.4937	7.5643	7.9843	7.528	8.3316	9.1406	9.1904	7.5557	7.5557	7.737	7.8603	7.8603	7.3839	7.0114	7.0114	7.6938	7.8187	7.9563	7.4496	7.407	7.3628	7.4844	7.5834	7.2921	7.1749	8.2255	7.8613	7.6907	7.8942	7.7909	7.8789	7.5611	7.7516	8.1938	8.0785	7.4882	7.4313	7.4046	7.5522	7.5908	6.9417	7.8532	8.147	7.5239	7.9261	7.9303	7.271	7.8568	7.8785	8.0526	8.0553	7.8999	8.4328	7.8379	8.1484	7.7021	7.5472	7.654	7.9501	7.7713	7.4894	7.4212	7.2648	7.6278	8.1885	7.5828	7.4355	7.6111	7.0335	8.0169	7.9406	7.8926	8.8137	7.67	7.5649	7.576	7.822	7.399	7.4124
"BSU24370"	7.0368	7.3442	10.2675	14.4956	14.0342	13.6052	7.298	7.288	10.6679	14.6151	13.7609	14.0283	7.4326	7.3491	10.8349	13.1917	13.3306	14.0659	12.2466	12.5089	12.4935	12.2411	12.5848	7.6819	7.4253	7.1376	7.4901	7.4875	8.4362	8.3067	9.4727	8.5331	7.9458	7.7053	7.4182	7.3491	7.2282	7.3041	8.0405	7.7792	8.1705	8.9454	11.1885	11.847	12.265	12.4173	7.0299	7.7205	7.3812	7.0538	7.2899	7.3943	7.2835	7.666	7.4679	7.7845	8.262	8.1984	7.2439	7.2439	7.3178	7.8199	7.8199	6.9713	6.7283	6.7283	7.1476	7.4938	7.5908	7.0016	7.1633	7.2261	7.2152	7.4398	6.8432	6.9547	7.7344	7.2246	7.1427	7.3211	7.2627	7.4386	7.033	7.3646	8.0763	7.7672	6.9157	6.8811	6.977	7.205	7.1658	6.6075	7.4112	7.8865	6.9607	7.5755	7.2798	7.0596	7.2368	7.5648	7.8702	7.5864	7.7229	8.2948	7.2497	7.5523	7.2227	7.1883	7.2214	7.4526	7.4003	6.9095	6.8991	6.6395	6.9196	7.868	7.1659	7.0131	7.2319	6.7344	7.439	7.5265	7.6302	7.9862	7.2852	7.1901	7.233	7.4651	7.0226	7.0982
"BSU24380"	7.026	7.343	9.6924	14.4255	14.0303	13.791	7.2962	7.332	10.7749	14.7463	14.0079	14.0675	7.4737	7.139	10.3732	12.8506	13.6771	13.9816	11.8253	12.3229	12.7228	11.9677	12.6796	7.6551	7.4768	7.1002	7.5017	7.4191	8.3587	8.4027	9.4742	8.4107	7.9513	7.7298	7.4451	7.1973	7.179	7.1385	8.0366	7.831	8.1132	8.7518	11.2915	12.0813	12.6942	12.4595	7.0263	7.6414	7.2906	7.003	7.2428	7.4199	7.2703	7.7621	7.4871	7.8378	8.28	8.2125	7.23	7.23	7.2641	7.7518	7.7518	7.0122	6.7327	6.7327	7.1531	7.4655	7.4911	6.9317	7.059	7.2287	7.1723	7.4619	6.8417	6.9696	7.8249	7.3801	7.219	7.1835	7.1972	7.2883	7.0316	7.2354	7.9701	7.7739	6.9582	6.7535	6.9382	7.2316	7.1488	6.5535	7.3512	7.8008	6.9258	7.5482	7.2399	6.8384	7.1157	7.4792	7.8383	7.6283	7.7313	8.2485	7.204	7.4999	7.1551	7.1613	7.2824	7.3799	7.3727	6.8032	6.9273	6.6259	6.9728	7.7092	7.0747	7.1184	7.1971	6.6033	7.3506	7.4255	7.5543	7.7769	7.1818	7.0853	7.1725	7.371	6.8959	7.0816
"BSU24390"	6.7798	6.9564	8.9943	13.6499	12.286	12.0393	7.0063	7.0057	9.6586	13.3754	12.227	12.071	7.2912	6.8379	9.058	11.3217	11.4933	12.3591	10.247	10.592	10.8998	10.6236	11.3156	7.2667	7.2015	6.9519	7.4318	7.3324	8.1739	8.4155	8.1516	7.652	7.2815	7.12	7.0239	6.7848	6.6723	6.7647	7.661	7.4046	7.6634	8.2129	9.7359	9.9781	10.5213	10.806	6.7581	7.4274	7.1328	6.7952	6.9951	7.2148	7.0794	7.4789	7.3053	7.3316	7.4242	7.5355	7.0482	7.0482	7.0689	7.4843	7.4843	6.7846	6.6402	6.6402	6.8568	7.3347	7.3077	6.7471	6.9294	7.1166	7.0337	7.2835	6.5819	6.7541	7.6958	6.935	6.8212	6.7807	6.7751	7.0106	6.6168	7.0216	7.9087	7.4228	6.6559	6.3588	6.4763	6.9165	6.8182	6.2515	6.8161	7.5616	6.5993	7.1327	6.8847	6.8173	6.8137	7.111	7.6024	7.2749	7.4465	7.982	6.8435	7.0773	6.9086	6.9616	6.9982	6.9195	7.1976	6.4137	6.6188	6.3207	6.65	7.5001	6.8541	6.9247	7.034	6.4543	7.0356	7.2149	7.3786	7.22	6.9081	6.9486	6.9827	7.243	6.7155	6.8351
"BSU24400"	6.9759	7.1019	9.2727	14.191	12.7521	12.4225	7.1535	7.0895	9.8677	13.768	12.7086	12.4757	7.3303	6.9722	9.7087	11.985	12.1614	12.5928	10.6426	11.2566	11.3718	11.1426	11.7106	7.6544	7.4407	7.1531	7.4936	7.3327	8.2583	8.3359	8.4313	7.7945	7.3986	7.2622	7.1549	6.9768	6.757	6.8941	7.9194	7.3812	7.891	8.3781	9.8016	10.1063	10.7947	11.0677	6.8743	7.6247	7.2663	6.9439	7.1186	7.3836	7.2756	7.6303	7.3953	7.3656	7.5887	7.7887	7.1189	7.1189	7.2243	7.622	7.622	6.9225	6.7698	6.7698	7.0131	7.3707	7.3446	6.8806	7.0821	7.2879	7.1479	7.4627	6.8062	6.9234	7.339	6.8719	6.84	6.8155	6.8448	6.8953	6.6695	7.0716	7.5309	7.5236	6.809	6.5498	6.9232	7.1948	6.962	6.4014	6.8645	7.7526	6.8059	7.3206	7.0605	6.6435	6.9319	7.2453	7.7394	7.314	7.5408	8.2066	6.8453	7.1758	7.1081	7.0372	7.1494	6.97	7.2652	6.494	6.9208	6.6487	6.8203	7.6517	6.8274	6.7878	7.084	6.4777	7.1421	7.3929	7.5138	7.1265	7.0765	7.0482	7.1142	7.3091	6.8831	7.0292
"BSU24410"	6.8593	7.0569	9.4263	14.0311	12.8564	12.5254	7.0708	7.0218	9.9857	13.8406	12.9097	12.4271	7.3404	6.9517	9.5699	11.6899	12.2619	12.8026	10.9319	11.3594	11.5215	11.2872	11.6396	7.6808	7.3315	7.2153	7.4869	7.4325	7.9579	7.764	8.4577	7.96	7.5109	7.2428	7.2182	7.0097	6.7686	6.8148	7.865	7.4702	7.838	8.4111	9.7773	10.1136	10.7851	11.0168	6.9486	7.5295	7.2988	6.9219	7.0384	7.3425	7.1736	7.5336	7.3376	7.4955	7.7078	7.861	7.1469	7.1469	7.2241	7.6286	7.6286	6.9741	6.7702	6.7702	7.045	7.3996	7.428	6.9272	7.2117	7.3462	7.143	7.4313	6.8409	6.8511	7.6626	7.163	6.942	7.1524	6.978	7.2122	6.8634	7.2566	7.8362	7.5708	6.7209	6.5205	6.6668	7.1893	6.9554	6.4458	7.1607	7.7529	6.8212	7.3579	7.0112	6.7667	6.9455	7.2708	7.6847	7.4468	7.5507	8.2106	7.0839	7.2514	7.1233	7.0677	7.0877	7.1109	7.2017	6.6273	6.7109	6.5817	6.8913	7.6752	6.8941	7.037	7.0576	6.5729	7.2087	7.3844	7.4996	7.3607	7.0997	7.1021	7.0589	7.3467	6.8943	6.836
"BSU24420"	6.8014	7.059	9.3547	14.2036	12.9557	12.6975	7.0398	7.1074	10.1037	14.0907	13.2355	13.044	7.3253	6.8655	10.1819	12.4627	12.6532	13.0693	11.2533	11.5244	11.9699	11.202	11.9352	7.3147	7.311	7.1294	7.4308	7.4309	8.0093	8.1404	8.5051	7.9452	7.4253	7.261	7.1483	6.9191	6.8343	6.846	7.8412	7.3779	7.8018	8.3967	10.1916	10.7196	11.2608	11.4259	6.8832	7.3707	7.2254	6.9148	6.9376	7.2607	7.1232	7.3728	7.2473	7.4762	7.7241	7.7936	7.0534	7.0534	7.1531	7.546	7.546	6.9232	6.7546	6.7546	6.9826	7.3175	7.3779	6.9698	7.0375	7.2555	7.0869	7.3146	6.7795	6.853	7.9145	7.2666	7.0766	7.2451	7.0004	7.247	6.8598	7.3072	8.1988	7.5905	6.6503	6.8418	6.5943	7.1343	6.9506	6.6828	7.4311	7.6665	6.6831	7.349	7.018	6.6681	7.0291	7.3069	7.6601	7.5821	7.6195	8.0479	7.2704	7.403	7.0475	7.0802	7.0507	7.3411	7.2855	6.8656	6.7256	6.4499	6.864	7.6354	7.0711	7.1583	7.1758	6.5905	7.2177	7.3379	7.4559	7.8903	7.0562	7.0782	7.0455	7.3567	6.8647	6.8235
"BSU24430"	6.8872	7.1206	9.8175	14.5238	13.4455	13.1107	7.1854	7.0823	10.6157	14.4913	13.3813	13.6131	7.3228	7.0334	10.7933	12.8561	12.8173	13.477	11.7589	11.7618	12.0585	11.7224	12.2216	7.4487	7.4991	7.3771	7.5109	7.6978	8.5399	8.8032	9.0132	8.3805	7.6861	7.4098	7.3023	7.2112	7.0183	7.0308	7.9865	7.5644	8.0066	8.741	10.5935	11.1098	11.7355	11.9034	6.9732	7.5457	7.4656	7.024	7.1447	7.2858	7.127	7.4276	7.3108	7.5629	8.0628	8.1833	7.2169	7.2169	7.2911	7.5236	7.5236	6.9337	6.822	6.822	7.0788	7.4491	7.3939	6.9563	7.1365	7.3416	7.1638	7.471	6.9108	6.947	8.0174	7.4259	7.1377	7.3388	7.1089	7.3113	6.9671	7.3177	8.2318	7.509	6.8288	6.8409	6.7349	7.1589	7.1385	6.5673	7.5135	7.7613	6.8325	7.4665	7.1904	6.9983	7.0873	7.3998	7.8155	7.6529	7.5467	8.1398	7.2551	7.4724	7.1339	7.0851	7.1315	7.3645	7.2445	6.873	6.9636	6.6527	6.9195	7.6596	7.1712	7.2946	7.1683	6.645	7.3008	7.3849	7.5568	7.9267	7.1615	7.0982	7.1741	7.3927	6.8883	6.9737
"BSU24440"	6.6891	6.8941	9.4366	13.737	12.7153	12.3924	7.0169	7.0188	10.2725	13.9055	12.1705	12.3689	7.1445	6.8299	9.9196	11.5356	12.2003	13.0433	9.9534	11.0498	11.0663	10.8861	11.2953	7.446	7.2863	7.1923	7.5004	7.4851	8.5567	8.5252	8.3776	7.6508	7.323	7.2227	7.0458	6.7458	6.7015	6.6277	7.7918	7.3561	7.6877	8.3268	10.0763	10.5085	10.8838	11.085	6.9294	7.4722	7.1921	6.9511	6.961	7.1785	7.0887	7.4827	7.3621	7.317	7.5573	7.6615	7.1236	7.1236	7.1318	7.4919	7.4919	6.8646	6.7138	6.7138	6.8853	7.3627	7.2542	6.7792	7.0468	7.341	7.0482	7.2999	6.7208	6.8861	7.6392	7.1281	6.826	6.9404	6.933	7.0424	6.6695	7.1224	7.6726	7.5231	6.7173	6.4061	6.5534	7.0605	6.9719	6.3125	7.1728	7.5924	6.6686	7.1915	7.0553	6.9339	6.9591	7.2952	7.677	7.2515	7.509	8.0351	6.9131	7.2102	7.009	7.1103	7.0698	7.1167	7.3313	6.3567	6.5527	6.4027	6.8277	7.6215	6.97	7.1334	7.0246	6.447	7.0443	7.2742	7.4732	7.2195	6.9432	7.0649	6.9103	7.3008	6.7968	6.9236
"BSU24450"	14.0066	14.2414	13.7629	14.0206	14.1026	13.6856	14.0996	14.0222	13.6906	13.8845	14.1535	14.2878	14.2027	13.9474	13.8688	13.7327	13.5121	13.7248	12.9344	13.0123	13.2767	12.7424	13.3692	14.7896	14.5118	14.8722	13.2511	14.9274	14.2884	14.582	14.2986	14.4126	14.2588	14.1772	14.0545	14.0495	13.9747	13.888	13.3162	13.1517	12.6617	12.4474	13.3298	12.7772	13.06	13.1968	14.1128	15.0307	13.9019	13.9715	14.4786	13.8337	14.5827	14.7868	13.5768	14.0327	14.1468	14.1842	15.3788	15.3788	15.055	14.1447	14.1447	14.8365	14.9952	14.9952	14.83	14.3554	14.8432	14.9564	14.8512	14.3636	15.1717	14.4202	14.8859	14.5227	13.8247	13.8068	13.8439	14.0313	14.6795	14.4213	14.4718	14.228	13.4208	14.1039	14.6465	14.3307	14.255	14.1669	14.3979	13.9354	13.7997	14.6406	14.2082	14.1088	14.3951	13.5591	14.0911	13.9986	14.0869	13.7123	13.8286	14.4664	14.2135	13.9441	14.4327	13.9257	14.5732	14.2155	14.1105	13.8334	14.3191	14.3529	14.5092	14.8026	13.8607	13.6814	14.561	14.0885	14.9274	14.7453	14.541	14.0507	14.5775	14.8503	15.0969	14.3873	14.542	14.221
"BSU24460"	13.2797	13.2894	12.9334	13.2811	13.5803	12.9743	13.3651	13.2189	13.106	13.5157	13.2074	12.8718	13.0712	13.5176	12.6956	12.7516	12.8562	13.2901	11.6484	11.9765	12.3689	11.6009	12.4112	14.2285	14.2201	14.5444	12.4902	14.1635	12.8985	13.3366	14.1611	13.9151	13.805	13.6936	13.6241	13.6812	13.4184	13.3582	13.0838	12.8464	12.555	12.2107	13.1052	12.5724	12.7247	12.6446	13.8752	13.8806	14.0214	13.6529	13.4998	12.7096	13.4911	13.2143	12.04	13.7366	13.7617	13.7982	13.994	13.994	13.6945	12.756	12.756	14.2111	14.5425	14.5425	14.1831	13.5464	13.9574	14.3636	14.1863	13.9482	14.3354	13.8172	14.216	13.8104	13.2423	13.4161	12.9506	13.6842	14.0831	13.8083	13.7167	13.9608	12.4281	13.8642	14.0255	13.6826	13.6273	13.409	13.8743	12.6863	12.3695	13.7005	13.4825	13.7082	13.6259	12.5868	13.4276	13.0802	12.7657	12.708	13.3755	12.9859	13.6135	13.5191	14.0238	13.2529	13.6387	13.5101	12.6059	12.7617	13.4924	13.4439	13.8822	14.589	13.354	13.1468	13.3862	13.2764	14.1564	13.4586	13.1807	12.6843	13.9227	13.8231	14.3225	13.9767	13.8113	13.2872
"BSU24470"	12.8253	13.0994	12.9282	13.2735	13.7067	13.1915	12.7996	13.0821	13.1506	13.5758	13.3438	13.2228	12.7828	13.4777	12.3962	12.7508	13.1028	13.4944	11.8919	12.2519	12.7904	11.9461	12.9345	12.7334	12.9425	13.3159	10.8134	12.9237	11.4453	11.8844	13.8328	13.5114	13.574	13.1928	13.3847	13.3384	13.4238	13.3526	13.0032	12.8496	12.4552	12.1388	13.212	12.5762	12.9152	12.6936	13.5141	13.7172	13.3397	13.2571	13.3649	12.4626	13.0995	12.9184	11.5773	13.4434	13.4018	13.4726	13.6623	13.6623	13.4788	12.8479	12.8479	13.5663	13.7896	13.7896	13.8772	13.3157	14.0758	14.1418	13.56	13.927	13.6738	13.7449	13.7674	13.5909	12.9021	12.9093	12.6744	13.1021	13.6824	13.4398	13.4375	13.5105	12.1386	13.4392	13.5456	13.3256	13.1623	12.9745	13.4443	12.3518	12.2442	13.0078	13.2254	13.1895	13.3194	12.1256	12.9035	12.6028	12.3928	12.3749	12.9393	12.5583	13.1489	13.2163	13.8755	12.9268	13.2592	12.9794	12.2378	12.2769	13.1764	13.1111	13.513	13.9772	12.9796	12.6772	12.9702	12.6652	13.9007	13.1057	12.9182	12.3803	13.5609	13.4901	13.8676	13.4032	13.5324	13.06
"BSU24480"	6.8369	6.9454	7.668	10.9433	12.3172	12.5072	7.1623	7.0192	7.1995	11.0527	12.0233	12.1906	7.1544	6.7511	7.0858	11.2305	11.7888	12.5197	11.4619	11.7267	11.7927	11.6633	12.1122	7.7735	7.5418	7.3659	7.4989	7.8476	8.8098	8.6322	8.12	7.7661	7.4868	7.3725	7.2417	7.0629	6.8682	6.9476	7.6893	7.4363	7.6859	7.8578	7.7157	7.8197	8.5095	8.851	7.3504	7.5095	8.1274	7.3743	7.0932	7.6974	7.3792	7.5979	7.8152	7.4173	7.2461	7.24	7.1633	7.1633	7.1055	7.4845	7.4845	7.0934	6.7927	6.7927	6.8491	7.31	7.15	6.7514	7.0828	7.2022	7.1367	7.3361	6.8678	7.0186	7.7729	7.3104	7.1581	7.3521	7.3346	7.4608	7.2431	7.5001	7.8024	7.6436	7.338	7.0636	7.1055	7.3747	7.5505	6.8689	7.2871	7.936	7.0406	7.6354	7.2549	6.9879	7.2359	7.4198	7.8104	7.675	7.8325	8.1348	7.3061	7.5588	7.491	7.3058	7.4262	7.5342	7.3527	6.7709	7.057	6.7967	7.0775	7.7612	7.1684	7.0862	7.2611	6.7902	7.2981	7.4425	7.5396	7.5743	7.2962	7.2233	7.2362	7.5136	7.1535	7.0076
"BSU24490"	11.8772	11.5577	11.9688	14.1933	14.2386	13.5842	11.7964	11.3511	11.9336	13.9786	13.7435	13.6938	11.8746	11.5594	11.4528	12.5741	13.1875	13.8267	13.0948	13.5494	13.6822	13.0417	13.6231	11.4497	11.0081	11.7081	9.7085	11.2231	11.121	11.2547	12.274	11.9928	11.8818	11.6151	11.9336	12.2725	12.3848	11.9924	12.4524	11.7553	11.5075	11.2934	12.1527	11.8262	12.2134	12.413	11.3264	11.9596	12.58	11.1941	11.7189	11.922	11.0756	11.5418	11.2687	11.3803	11.3239	11.4375	11.0694	11.0694	11.9889	11.6101	11.6101	11.6627	11.5781	11.5781	12.5227	11.8278	12.6997	12.7745	11.3609	11.8039	11.4761	11.725	11.845	11.7958	11.1757	11.3711	11.0491	11.6767	11.8331	11.7581	11.5878	11.7026	10.564	11.8513	11.812	11.6038	11.5671	11.4173	11.6746	10.5418	10.481	11.5415	11.7235	11.8084	11.8197	10.6369	11.4555	11.0099	10.7655	10.6387	11.1939	11.1174	11.457	11.1906	11.8608	10.9112	11.3763	11.0198	10.5991	10.3072	11.0176	11.1562	11.3153	12.0274	10.9193	10.6819	10.9733	10.8435	11.7435	11.0507	11.002	10.2463	11.4642	11.4864	11.705	11.1117	11.5561	11.238
"BSU24500"	12.1443	12.053	12.4116	14.4003	14.1571	13.9619	11.7129	11.985	12.1537	13.9811	14.1365	14.6183	12.2383	12.0277	12.8408	13.6632	13.7211	14.208	14.0865	14.1605	14.3227	14.0156	14.4201	11.8058	11.3752	11.8252	10.041	11.9646	11.8549	12.0643	12.4102	12.1993	12.0488	11.7564	11.9564	12.4102	12.5096	12.1414	12.5821	11.9603	11.8537	11.6687	12.473	12.1054	12.614	12.691	11.5267	12.4208	12.7607	11.2739	12.1728	12.3023	11.3012	11.6856	11.4951	11.5873	11.4759	11.6527	12.0812	12.0812	13.0351	12.9249	12.9249	12.233	11.9434	11.9434	12.8737	12.6376	13.3114	13.0337	11.5226	11.9637	11.7917	11.9614	12.3653	11.9434	11.7286	11.6832	11.5798	11.7887	12.584	12.0733	12.0563	11.9788	11.2523	12.1066	12.5657	11.9372	11.9487	11.6201	12.0913	11.0919	11.07	12.2588	12.2976	12.2334	12.2465	10.9243	11.7487	11.5027	11.0838	11.0732	11.5561	11.8711	11.675	11.8654	12.2107	11.4155	12.0278	11.8669	11.3291	10.7446	11.4234	11.6204	11.6751	12.3431	11.2954	11.0726	11.5006	11.0033	11.9439	11.5735	11.3531	11.3592	12.0058	11.5498	11.9192	11.7844	11.5672	11.2731
"BSU24510"	7.2283	7.934	8.2107	12.406	13.3342	13.3915	7.3068	7.8324	8.0301	12.1711	13.0597	13.7208	7.403	7.6894	7.694	12.9639	12.727	13.5758	11.4054	12.0698	12.4486	11.9928	12.3655	8.0156	7.8136	8.0855	7.6701	8.2402	9.3027	9.1673	9.0277	8.5932	8.2505	7.8526	7.8133	7.7168	7.6684	7.4145	8.2212	7.7884	7.8793	8.0264	8.124	8.4077	9.076	9.5336	7.9305	8.4909	9.499	7.774	8.0898	8.8969	7.9206	8.2724	8.5907	7.9442	7.8503	7.8664	7.7057	7.7057	7.4078	7.5228	7.5228	7.5888	7.7325	7.7325	7.3812	7.4767	7.266	7.4056	7.3704	8.2158	7.6284	7.7314	7.3702	7.432	8.2577	7.798	7.7098	7.9058	8.0317	8.0925	7.9726	8.1631	8.2473	8.0602	8.0131	7.6542	7.5892	7.77	7.7359	7.1695	7.8002	8.2473	7.5723	8.0134	7.9375	7.3203	7.6951	7.7739	8.0427	7.8948	8.0136	8.5173	7.7832	7.8278	8.0136	7.6951	7.8522	7.8737	7.6202	7.1896	7.4767	7.4172	7.71	8.2775	7.6853	7.705	7.8366	7.303	8.0924	7.8413	7.9274	7.9154	7.8299	7.8692	8.1469	7.8444	7.631	7.4277
"BSU24530"	11.6269	12.7613	10.9788	11.0691	10.8803	10.4284	11.7351	12.5901	10.8816	11.1854	10.5244	10.5589	11.6714	12.9077	10.3576	9.8329	10.2102	10.7499	9.399	9.9952	9.8156	9.7243	9.8986	11.7838	11.9196	12.0126	9.7088	11.9206	11.0103	11.2566	12.7684	12.5018	12.4389	12.2216	12.2128	12.3175	12.2447	12.0071	9.6448	10.1168	9.9644	10.1422	10.9595	10.4272	10.7015	10.6997	12.5261	13.3055	11.377	12.4095	13.1338	10.7914	12.4531	12.6381	10.2467	12.431	12.2794	12.3287	12.802	12.802	12.839	11.0272	11.0272	12.574	12.9027	12.9027	13.0317	12.6048	11.785	13.2405	12.4455	13.1662	12.79	13.7246	12.8004	13.776	12.0235	12.0313	12.0606	12.3332	12.8622	12.6559	12.433	12.6667	11.6181	12.4709	12.7926	12.4228	12.3766	12.2142	12.5126	11.6003	11.7641	12.5524	12.4163	12.5708	12.4542	11.2195	12.1205	11.759	11.58	11.4997	12.2098	12.1985	12.3021	12.1935	12.7648	11.9085	12.3918	12.356	11.5187	11.4882	12.1012	12.0497	12.3268	13.1257	12.0783	11.762	12.3258	11.872	12.7792	12.3396	12.0728	11.5559	12.5381	12.6277	13.0455	12.442	12.6325	12.0772
